Station,Time,Lat,Lon,Max Gust (mph),x,y
ONX,2023-02-17 04:00:00+00:00,36.3999,-76.0154,12,-8461995.620447008,4355787.434647989
ONX,2023-02-17 05:00:00+00:00,36.3999,-76.0154,10,-8461995.620447008,4355787.434647989
ONX,2023-02-17 06:00:00+00:00,36.3999,-76.0154,10,-8461995.620447008,4355787.434647989
ONX,2023-02-17 09:00:00+00:00,36.3999,-76.0154,10,-8461995.620447008,4355787.434647989
ONX,2023-02-17 11:00:00+00:00,36.3999,-76.0154,12,-8461995.620447008,4355787.434647989
ONX,2023-02-17 12:00:00+00:00,36.3999,-76.0154,10,-8461995.620447008,4355787.434647989
ONX,2023-02-17 13:00:00+00:00,36.3999,-76.0154,13,-8461995.620447008,4355787.434647989
ONX,2023-02-17 14:00:00+00:00,36.3999,-76.0154,12,-8461995.620447008,4355787.434647989
ONX,2023-02-17 15:00:00+00:00,36.3999,-76.0154,14,-8461995.620447008,4355787.434647989
ONX,2023-02-17 16:00:00+00:00,36.3999,-76.0154,14,-8461995.620447008,4355787.434647989
ONX,2023-02-17 17:00:00+00:00,36.3999,-76.0154,17,-8461995.620447008,4355787.434647989
ONX,2023-02-17 18:00:00+00:00,36.3999,-76.0154,16,-8461995.620447008,4355787.434647989
ONX,2023-02-17 19:00:00+00:00,36.3999,-76.0154,17,-8461995.620447008,4355787.434647989
ONX,2023-02-17 20:00:00+00:00,36.3999,-76.0154,18,-8461995.620447008,4355787.434647989
ONX,2023-02-17 21:00:00+00:00,36.3999,-76.0154,14,-8461995.620447008,4355787.434647989
ONZ,2023-02-16 22:00:00+00:00,42.0991,-83.1615,20,-9257495.83360482,5175835.7221269915
ONZ,2023-02-16 23:00:00+00:00,42.0991,-83.1615,18,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 00:00:00+00:00,42.0991,-83.1615,15,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 01:00:00+00:00,42.0991,-83.1615,16,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 02:00:00+00:00,42.0991,-83.1615,12,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 03:00:00+00:00,42.0991,-83.1615,12,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 04:00:00+00:00,42.0991,-83.1615,12,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 05:00:00+00:00,42.0991,-83.1615,14,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 06:00:00+00:00,42.0991,-83.1615,13,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 07:00:00+00:00,42.0991,-83.1615,13,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 08:00:00+00:00,42.0991,-83.1615,14,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 09:00:00+00:00,42.0991,-83.1615,17,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 10:00:00+00:00,42.0991,-83.1615,22,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 11:00:00+00:00,42.0991,-83.1615,16,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 12:00:00+00:00,42.0991,-83.1615,15,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 13:00:00+00:00,42.0991,-83.1615,15,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 14:00:00+00:00,42.0991,-83.1615,14,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 15:00:00+00:00,42.0991,-83.1615,14,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 16:00:00+00:00,42.0991,-83.1615,15,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 17:00:00+00:00,42.0991,-83.1615,15,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 18:00:00+00:00,42.0991,-83.1615,15,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 19:00:00+00:00,42.0991,-83.1615,14,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 20:00:00+00:00,42.0991,-83.1615,10,-9257495.83360482,5175835.7221269915
ONZ,2023-02-17 21:00:00+00:00,42.0991,-83.1615,10,-9257495.83360482,5175835.7221269915
OOA,2023-02-16 22:00:00+00:00,41.2273,-92.4919,22,-10296151.21050238,5045926.393223172
OOA,2023-02-16 23:00:00+00:00,41.2273,-92.4919,23,-10296151.21050238,5045926.393223172
OOA,2023-02-17 00:00:00+00:00,41.2273,-92.4919,25,-10296151.21050238,5045926.393223172
OOA,2023-02-17 01:00:00+00:00,41.2273,-92.4919,23,-10296151.21050238,5045926.393223172
OOA,2023-02-17 02:00:00+00:00,41.2273,-92.4919,17,-10296151.21050238,5045926.393223172
OOA,2023-02-17 03:00:00+00:00,41.2273,-92.4919,15,-10296151.21050238,5045926.393223172
OOA,2023-02-17 04:00:00+00:00,41.2273,-92.4919,14,-10296151.21050238,5045926.393223172
OOA,2023-02-17 05:00:00+00:00,41.2273,-92.4919,13,-10296151.21050238,5045926.393223172
OOA,2023-02-17 06:00:00+00:00,41.2273,-92.4919,13,-10296151.21050238,5045926.393223172
OOA,2023-02-17 08:00:00+00:00,41.2273,-92.4919,12,-10296151.21050238,5045926.393223172
OOA,2023-02-17 09:00:00+00:00,41.2273,-92.4919,15,-10296151.21050238,5045926.393223172
OOA,2023-02-17 10:00:00+00:00,41.2273,-92.4919,12,-10296151.21050238,5045926.393223172
OOA,2023-02-17 11:00:00+00:00,41.2273,-92.4919,10,-10296151.21050238,5045926.393223172
OOA,2023-02-17 12:00:00+00:00,41.2273,-92.4919,10,-10296151.21050238,5045926.393223172
OOA,2023-02-17 13:00:00+00:00,41.2273,-92.4919,10,-10296151.21050238,5045926.393223172
OPF,2023-02-16 22:00:00+00:00,25.9102,-80.2828,13,-8937040.415458223,2987963.073297432
OPF,2023-02-16 23:00:00+00:00,25.9102,-80.2828,15,-8937040.415458223,2987963.073297432
OPF,2023-02-17 00:00:00+00:00,25.9102,-80.2828,13,-8937040.415458223,2987963.073297432
OPF,2023-02-17 07:00:00+00:00,25.9102,-80.2828,10,-8937040.415458223,2987963.073297432
OPF,2023-02-17 08:00:00+00:00,25.9102,-80.2828,12,-8937040.415458223,2987963.073297432
OPF,2023-02-17 09:00:00+00:00,25.9102,-80.2828,13,-8937040.415458223,2987963.073297432
OPF,2023-02-17 10:00:00+00:00,25.9102,-80.2828,10,-8937040.415458223,2987963.073297432
OPF,2023-02-17 12:00:00+00:00,25.9102,-80.2828,10,-8937040.415458223,2987963.073297432
OPF,2023-02-17 14:00:00+00:00,25.9102,-80.2828,16,-8937040.415458223,2987963.073297432
OPF,2023-02-17 15:00:00+00:00,25.9102,-80.2828,15,-8937040.415458223,2987963.073297432
OPF,2023-02-17 16:00:00+00:00,25.9102,-80.2828,15,-8937040.415458223,2987963.073297432
OPF,2023-02-17 17:00:00+00:00,25.9102,-80.2828,17,-8937040.415458223,2987963.073297432
OPF,2023-02-17 18:00:00+00:00,25.9102,-80.2828,16,-8937040.415458223,2987963.073297432
OPF,2023-02-17 19:00:00+00:00,25.9102,-80.2828,16,-8937040.415458223,2987963.073297432
OPF,2023-02-17 20:00:00+00:00,25.9102,-80.2828,13,-8937040.415458223,2987963.073297432
OPF,2023-02-17 21:00:00+00:00,25.9102,-80.2828,15,-8937040.415458223,2987963.073297432
OPL,2023-02-16 22:00:00+00:00,30.5584,-92.0994,12,-10252458.31036602,3575530.800057518
OPL,2023-02-16 23:00:00+00:00,30.5584,-92.0994,12,-10252458.31036602,3575530.800057518
OPL,2023-02-17 00:00:00+00:00,30.5584,-92.0994,21,-10252458.31036602,3575530.800057518
OPL,2023-02-17 01:00:00+00:00,30.5584,-92.0994,15,-10252458.31036602,3575530.800057518
OPL,2023-02-17 02:00:00+00:00,30.5584,-92.0994,21,-10252458.31036602,3575530.800057518
OPL,2023-02-17 03:00:00+00:00,30.5584,-92.0994,18,-10252458.31036602,3575530.800057518
OPL,2023-02-17 04:00:00+00:00,30.5584,-92.0994,13,-10252458.31036602,3575530.800057518
OPL,2023-02-17 05:00:00+00:00,30.5584,-92.0994,12,-10252458.31036602,3575530.800057518
OPL,2023-02-17 06:00:00+00:00,30.5584,-92.0994,12,-10252458.31036602,3575530.800057518
OPL,2023-02-17 07:00:00+00:00,30.5584,-92.0994,16,-10252458.31036602,3575530.800057518
OPL,2023-02-17 08:00:00+00:00,30.5584,-92.0994,16,-10252458.31036602,3575530.800057518
OPL,2023-02-17 09:00:00+00:00,30.5584,-92.0994,18,-10252458.31036602,3575530.800057518
OPL,2023-02-17 10:00:00+00:00,30.5584,-92.0994,18,-10252458.31036602,3575530.800057518
OPL,2023-02-17 11:00:00+00:00,30.5584,-92.0994,15,-10252458.31036602,3575530.800057518
OPL,2023-02-17 12:00:00+00:00,30.5584,-92.0994,16,-10252458.31036602,3575530.800057518
OPL,2023-02-17 13:00:00+00:00,30.5584,-92.0994,13,-10252458.31036602,3575530.800057518
OPL,2023-02-17 14:00:00+00:00,30.5584,-92.0994,17,-10252458.31036602,3575530.800057518
OPL,2023-02-17 15:00:00+00:00,30.5584,-92.0994,21,-10252458.31036602,3575530.800057518
OPL,2023-02-17 16:00:00+00:00,30.5584,-92.0994,20,-10252458.31036602,3575530.800057518
OPL,2023-02-17 17:00:00+00:00,30.5584,-92.0994,20,-10252458.31036602,3575530.800057518
OPL,2023-02-17 18:00:00+00:00,30.5584,-92.0994,20,-10252458.31036602,3575530.800057518
OPL,2023-02-17 19:00:00+00:00,30.5584,-92.0994,20,-10252458.31036602,3575530.800057518
OPL,2023-02-17 20:00:00+00:00,30.5584,-92.0994,18,-10252458.31036602,3575530.800057518
OPL,2023-02-17 21:00:00+00:00,30.5584,-92.0994,20,-10252458.31036602,3575530.800057518
OPN,2023-02-16 22:00:00+00:00,32.9539,-84.2594,13,-9379713.502546756,3889186.556842683
OPN,2023-02-17 05:00:00+00:00,32.9539,-84.2594,10,-9379713.502546756,3889186.556842683
OPN,2023-02-17 06:00:00+00:00,32.9539,-84.2594,13,-9379713.502546756,3889186.556842683
OPN,2023-02-17 07:00:00+00:00,32.9539,-84.2594,10,-9379713.502546756,3889186.556842683
OPN,2023-02-17 08:00:00+00:00,32.9539,-84.2594,15,-9379713.502546756,3889186.556842683
OPN,2023-02-17 09:00:00+00:00,32.9539,-84.2594,12,-9379713.502546756,3889186.556842683
OPN,2023-02-17 10:00:00+00:00,32.9539,-84.2594,17,-9379713.502546756,3889186.556842683
OPN,2023-02-17 11:00:00+00:00,32.9539,-84.2594,15,-9379713.502546756,3889186.556842683
OPN,2023-02-17 12:00:00+00:00,32.9539,-84.2594,14,-9379713.502546756,3889186.556842683
OPN,2023-02-17 13:00:00+00:00,32.9539,-84.2594,17,-9379713.502546756,3889186.556842683
OPN,2023-02-17 14:00:00+00:00,32.9539,-84.2594,16,-9379713.502546756,3889186.556842683
OPN,2023-02-17 15:00:00+00:00,32.9539,-84.2594,14,-9379713.502546756,3889186.556842683
OPN,2023-02-17 16:00:00+00:00,32.9539,-84.2594,15,-9379713.502546756,3889186.556842683
OPN,2023-02-17 17:00:00+00:00,32.9539,-84.2594,18,-9379713.502546756,3889186.556842683
OPN,2023-02-17 18:00:00+00:00,32.9539,-84.2594,21,-9379713.502546756,3889186.556842683
OPN,2023-02-17 19:00:00+00:00,32.9539,-84.2594,15,-9379713.502546756,3889186.556842683
OPN,2023-02-17 20:00:00+00:00,32.9539,-84.2594,15,-9379713.502546756,3889186.556842683
OPN,2023-02-17 21:00:00+00:00,32.9539,-84.2594,16,-9379713.502546756,3889186.556842683
OQN,2023-02-17 11:00:00+00:00,39.9889,-75.5803,12,-8413560.510002853,4864329.388835884
OQN,2023-02-17 15:00:00+00:00,39.9889,-75.5803,10,-8413560.510002853,4864329.388835884
OQN,2023-02-17 17:00:00+00:00,39.9889,-75.5803,12,-8413560.510002853,4864329.388835884
OQN,2023-02-17 18:00:00+00:00,39.9889,-75.5803,25,-8413560.510002853,4864329.388835884
OQN,2023-02-17 19:00:00+00:00,39.9889,-75.5803,16,-8413560.510002853,4864329.388835884
OQN,2023-02-17 20:00:00+00:00,39.9889,-75.5803,14,-8413560.510002853,4864329.388835884
OQN,2023-02-17 21:00:00+00:00,39.9889,-75.5803,20,-8413560.510002853,4864329.388835884
OQT,2023-02-17 02:00:00+00:00,36.023,-84.2336,31,-9376841.459684288,4303786.598255716
OQT,2023-02-17 03:00:00+00:00,36.023,-84.2336,31,-9376841.459684288,4303786.598255716
OQT,2023-02-17 07:00:00+00:00,36.023,-84.2336,10,-9376841.459684288,4303786.598255716
OQT,2023-02-17 19:00:00+00:00,36.023,-84.2336,10,-9376841.459684288,4303786.598255716
OQU,2023-02-16 22:00:00+00:00,41.5971,-71.4121,10,-7949558.608478331,5100816.745073788
OQU,2023-02-16 23:00:00+00:00,41.5971,-71.4121,16,-7949558.608478331,5100816.745073788
OQU,2023-02-17 00:00:00+00:00,41.5971,-71.4121,16,-7949558.608478331,5100816.745073788
OQU,2023-02-17 03:00:00+00:00,41.5971,-71.4121,13,-7949558.608478331,5100816.745073788
OQU,2023-02-17 04:00:00+00:00,41.5971,-71.4121,13,-7949558.608478331,5100816.745073788
OQU,2023-02-17 13:00:00+00:00,41.5971,-71.4121,10,-7949558.608478331,5100816.745073788
OQU,2023-02-17 14:00:00+00:00,41.5971,-71.4121,14,-7949558.608478331,5100816.745073788
OQU,2023-02-17 15:00:00+00:00,41.5971,-71.4121,14,-7949558.608478331,5100816.745073788
OQU,2023-02-17 16:00:00+00:00,41.5971,-71.4121,18,-7949558.608478331,5100816.745073788
OQU,2023-02-17 17:00:00+00:00,41.5971,-71.4121,13,-7949558.608478331,5100816.745073788
OQU,2023-02-17 18:00:00+00:00,41.5971,-71.4121,13,-7949558.608478331,5100816.745073788
OQU,2023-02-17 19:00:00+00:00,41.5971,-71.4121,13,-7949558.608478331,5100816.745073788
OQU,2023-02-17 20:00:00+00:00,41.5971,-71.4121,13,-7949558.608478331,5100816.745073788
ORB,2023-02-17 16:00:00+00:00,48.0159,-92.856,10,-10336682.63710021,6109500.436090955
ORB,2023-02-17 17:00:00+00:00,48.0159,-92.856,12,-10336682.63710021,6109500.436090955
ORB,2023-02-17 18:00:00+00:00,48.0159,-92.856,17,-10336682.63710021,6109500.436090955
ORB,2023-02-17 19:00:00+00:00,48.0159,-92.856,18,-10336682.63710021,6109500.436090955
ORB,2023-02-17 20:00:00+00:00,48.0159,-92.856,18,-10336682.63710021,6109500.436090955
ORB,2023-02-17 21:00:00+00:00,48.0159,-92.856,18,-10336682.63710021,6109500.436090955
ORD,2023-02-16 22:00:00+00:00,41.9875,-87.9319,35,-9788534.332485052,5159107.1885415
ORD,2023-02-16 23:00:00+00:00,41.9875,-87.9319,35,-9788534.332485052,5159107.1885415
ORD,2023-02-17 00:00:00+00:00,41.9875,-87.9319,31,-9788534.332485052,5159107.1885415
ORD,2023-02-17 01:00:00+00:00,41.9875,-87.9319,31,-9788534.332485052,5159107.1885415
ORD,2023-02-17 02:00:00+00:00,41.9875,-87.9319,22,-9788534.332485052,5159107.1885415
ORD,2023-02-17 03:00:00+00:00,41.9875,-87.9319,33,-9788534.332485052,5159107.1885415
ORD,2023-02-17 04:00:00+00:00,41.9875,-87.9319,33,-9788534.332485052,5159107.1885415
ORD,2023-02-17 05:00:00+00:00,41.9875,-87.9319,31,-9788534.332485052,5159107.1885415
ORD,2023-02-17 06:00:00+00:00,41.9875,-87.9319,33,-9788534.332485052,5159107.1885415
ORD,2023-02-17 07:00:00+00:00,41.9875,-87.9319,30,-9788534.332485052,5159107.1885415
ORD,2023-02-17 08:00:00+00:00,41.9875,-87.9319,30,-9788534.332485052,5159107.1885415
ORD,2023-02-17 09:00:00+00:00,41.9875,-87.9319,22,-9788534.332485052,5159107.1885415
ORD,2023-02-17 10:00:00+00:00,41.9875,-87.9319,18,-9788534.332485052,5159107.1885415
ORD,2023-02-17 11:00:00+00:00,41.9875,-87.9319,16,-9788534.332485052,5159107.1885415
ORD,2023-02-17 12:00:00+00:00,41.9875,-87.9319,17,-9788534.332485052,5159107.1885415
ORD,2023-02-17 13:00:00+00:00,41.9875,-87.9319,15,-9788534.332485052,5159107.1885415
ORD,2023-02-17 14:00:00+00:00,41.9875,-87.9319,13,-9788534.332485052,5159107.1885415
ORD,2023-02-17 15:00:00+00:00,41.9875,-87.9319,13,-9788534.332485052,5159107.1885415
ORD,2023-02-17 16:00:00+00:00,41.9875,-87.9319,13,-9788534.332485052,5159107.1885415
ORD,2023-02-17 17:00:00+00:00,41.9875,-87.9319,12,-9788534.332485052,5159107.1885415
ORD,2023-02-17 18:00:00+00:00,41.9875,-87.9319,10,-9788534.332485052,5159107.1885415
ORD,2023-02-17 19:00:00+00:00,41.9875,-87.9319,13,-9788534.332485052,5159107.1885415
ORD,2023-02-17 20:00:00+00:00,41.9875,-87.9319,12,-9788534.332485052,5159107.1885415
ORD,2023-02-17 21:00:00+00:00,41.9875,-87.9319,10,-9788534.332485052,5159107.1885415
ORE,2023-02-17 13:00:00+00:00,42.5701,-72.2886,10,-8047130.142158636,5246763.93151062
ORE,2023-02-17 14:00:00+00:00,42.5701,-72.2886,12,-8047130.142158636,5246763.93151062
ORE,2023-02-17 15:00:00+00:00,42.5701,-72.2886,12,-8047130.142158636,5246763.93151062
ORE,2023-02-17 16:00:00+00:00,42.5701,-72.2886,10,-8047130.142158636,5246763.93151062
ORE,2023-02-17 17:00:00+00:00,42.5701,-72.2886,13,-8047130.142158636,5246763.93151062
ORE,2023-02-17 18:00:00+00:00,42.5701,-72.2886,38,-8047130.142158636,5246763.93151062
ORE,2023-02-17 19:00:00+00:00,42.5701,-72.2886,20,-8047130.142158636,5246763.93151062
ORE,2023-02-17 20:00:00+00:00,42.5701,-72.2886,10,-8047130.142158636,5246763.93151062
ORE,2023-02-17 21:00:00+00:00,42.5701,-72.2886,13,-8047130.142158636,5246763.93151062
ORF,2023-02-16 22:00:00+00:00,36.9033,-76.1922,36,-8481676.906419259,4425636.611772392
ORF,2023-02-16 23:00:00+00:00,36.9033,-76.1922,17,-8481676.906419259,4425636.611772392
ORF,2023-02-17 00:00:00+00:00,36.9033,-76.1922,12,-8481676.906419259,4425636.611772392
ORF,2023-02-17 01:00:00+00:00,36.9033,-76.1922,12,-8481676.906419259,4425636.611772392
ORF,2023-02-17 02:00:00+00:00,36.9033,-76.1922,14,-8481676.906419259,4425636.611772392
ORF,2023-02-17 03:00:00+00:00,36.9033,-76.1922,17,-8481676.906419259,4425636.611772392
ORF,2023-02-17 04:00:00+00:00,36.9033,-76.1922,20,-8481676.906419259,4425636.611772392
ORF,2023-02-17 05:00:00+00:00,36.9033,-76.1922,17,-8481676.906419259,4425636.611772392
ORF,2023-02-17 06:00:00+00:00,36.9033,-76.1922,16,-8481676.906419259,4425636.611772392
ORF,2023-02-17 07:00:00+00:00,36.9033,-76.1922,16,-8481676.906419259,4425636.611772392
ORF,2023-02-17 08:00:00+00:00,36.9033,-76.1922,16,-8481676.906419259,4425636.611772392
ORF,2023-02-17 09:00:00+00:00,36.9033,-76.1922,18,-8481676.906419259,4425636.611772392
ORF,2023-02-17 10:00:00+00:00,36.9033,-76.1922,23,-8481676.906419259,4425636.611772392
ORF,2023-02-17 11:00:00+00:00,36.9033,-76.1922,20,-8481676.906419259,4425636.611772392
ORF,2023-02-17 12:00:00+00:00,36.9033,-76.1922,20,-8481676.906419259,4425636.611772392
ORF,2023-02-17 13:00:00+00:00,36.9033,-76.1922,20,-8481676.906419259,4425636.611772392
ORF,2023-02-17 14:00:00+00:00,36.9033,-76.1922,20,-8481676.906419259,4425636.611772392
ORF,2023-02-17 15:00:00+00:00,36.9033,-76.1922,23,-8481676.906419259,4425636.611772392
ORF,2023-02-17 16:00:00+00:00,36.9033,-76.1922,22,-8481676.906419259,4425636.611772392
ORF,2023-02-17 17:00:00+00:00,36.9033,-76.1922,21,-8481676.906419259,4425636.611772392
ORF,2023-02-17 18:00:00+00:00,36.9033,-76.1922,36,-8481676.906419259,4425636.611772392
ORF,2023-02-17 19:00:00+00:00,36.9033,-76.1922,30,-8481676.906419259,4425636.611772392
ORF,2023-02-17 20:00:00+00:00,36.9033,-76.1922,32,-8481676.906419259,4425636.611772392
ORF,2023-02-17 21:00:00+00:00,36.9033,-76.1922,22,-8481676.906419259,4425636.611772392
ORG,2023-02-16 22:00:00+00:00,30.0692,-93.8036,13,-10442168.986575916,3512447.963156586
ORG,2023-02-16 23:00:00+00:00,30.0692,-93.8036,10,-10442168.986575916,3512447.963156586
ORG,2023-02-17 00:00:00+00:00,30.0692,-93.8036,12,-10442168.986575916,3512447.963156586
ORG,2023-02-17 02:00:00+00:00,30.0692,-93.8036,12,-10442168.986575916,3512447.963156586
ORG,2023-02-17 05:00:00+00:00,30.0692,-93.8036,13,-10442168.986575916,3512447.963156586
ORG,2023-02-17 06:00:00+00:00,30.0692,-93.8036,12,-10442168.986575916,3512447.963156586
ORG,2023-02-17 07:00:00+00:00,30.0692,-93.8036,10,-10442168.986575916,3512447.963156586
ORG,2023-02-17 08:00:00+00:00,30.0692,-93.8036,12,-10442168.986575916,3512447.963156586
ORG,2023-02-17 09:00:00+00:00,30.0692,-93.8036,14,-10442168.986575916,3512447.963156586
ORG,2023-02-17 10:00:00+00:00,30.0692,-93.8036,10,-10442168.986575916,3512447.963156586
ORG,2023-02-17 11:00:00+00:00,30.0692,-93.8036,10,-10442168.986575916,3512447.963156586
ORG,2023-02-17 12:00:00+00:00,30.0692,-93.8036,10,-10442168.986575916,3512447.963156586
ORG,2023-02-17 15:00:00+00:00,30.0692,-93.8036,14,-10442168.986575916,3512447.963156586
ORG,2023-02-17 16:00:00+00:00,30.0692,-93.8036,15,-10442168.986575916,3512447.963156586
ORG,2023-02-17 17:00:00+00:00,30.0692,-93.8036,16,-10442168.986575916,3512447.963156586
ORG,2023-02-17 18:00:00+00:00,30.0692,-93.8036,15,-10442168.986575916,3512447.963156586
ORG,2023-02-17 19:00:00+00:00,30.0692,-93.8036,13,-10442168.986575916,3512447.963156586
ORG,2023-02-17 20:00:00+00:00,30.0692,-93.8036,14,-10442168.986575916,3512447.963156586
ORG,2023-02-17 21:00:00+00:00,30.0692,-93.8036,14,-10442168.986575916,3512447.963156586
ORH,2023-02-17 12:00:00+00:00,42.2673,-71.8757,12,-8001166.324410093,5201104.166970187
ORH,2023-02-17 13:00:00+00:00,42.2673,-71.8757,16,-8001166.324410093,5201104.166970187
ORH,2023-02-17 14:00:00+00:00,42.2673,-71.8757,22,-8001166.324410093,5201104.166970187
ORH,2023-02-17 15:00:00+00:00,42.2673,-71.8757,32,-8001166.324410093,5201104.166970187
ORH,2023-02-17 16:00:00+00:00,42.2673,-71.8757,35,-8001166.324410093,5201104.166970187
ORH,2023-02-17 17:00:00+00:00,42.2673,-71.8757,18,-8001166.324410093,5201104.166970187
ORH,2023-02-17 18:00:00+00:00,42.2673,-71.8757,32,-8001166.324410093,5201104.166970187
ORH,2023-02-17 19:00:00+00:00,42.2673,-71.8757,31,-8001166.324410093,5201104.166970187
ORH,2023-02-17 20:00:00+00:00,42.2673,-71.8757,36,-8001166.324410093,5201104.166970187
ORH,2023-02-17 21:00:00+00:00,42.2673,-71.8757,25,-8001166.324410093,5201104.166970187
ORK,2023-02-16 22:00:00+00:00,34.8331,-92.2541,22,-10269679.435591739,4141223.168283807
ORK,2023-02-16 23:00:00+00:00,34.8331,-92.2541,15,-10269679.435591739,4141223.168283807
ORK,2023-02-17 00:00:00+00:00,34.8331,-92.2541,16,-10269679.435591739,4141223.168283807
ORK,2023-02-17 01:00:00+00:00,34.8331,-92.2541,15,-10269679.435591739,4141223.168283807
ORK,2023-02-17 02:00:00+00:00,34.8331,-92.2541,18,-10269679.435591739,4141223.168283807
ORK,2023-02-17 03:00:00+00:00,34.8331,-92.2541,13,-10269679.435591739,4141223.168283807
ORK,2023-02-17 04:00:00+00:00,34.8331,-92.2541,12,-10269679.435591739,4141223.168283807
ORK,2023-02-17 05:00:00+00:00,34.8331,-92.2541,14,-10269679.435591739,4141223.168283807
ORK,2023-02-17 06:00:00+00:00,34.8331,-92.2541,14,-10269679.435591739,4141223.168283807
ORK,2023-02-17 07:00:00+00:00,34.8331,-92.2541,15,-10269679.435591739,4141223.168283807
ORK,2023-02-17 08:00:00+00:00,34.8331,-92.2541,15,-10269679.435591739,4141223.168283807
ORK,2023-02-17 09:00:00+00:00,34.8331,-92.2541,18,-10269679.435591739,4141223.168283807
ORK,2023-02-17 10:00:00+00:00,34.8331,-92.2541,15,-10269679.435591739,4141223.168283807
ORK,2023-02-17 11:00:00+00:00,34.8331,-92.2541,14,-10269679.435591739,4141223.168283807
ORK,2023-02-17 12:00:00+00:00,34.8331,-92.2541,14,-10269679.435591739,4141223.168283807
ORK,2023-02-17 13:00:00+00:00,34.8331,-92.2541,13,-10269679.435591739,4141223.168283807
ORK,2023-02-17 14:00:00+00:00,34.8331,-92.2541,13,-10269679.435591739,4141223.168283807
ORK,2023-02-17 15:00:00+00:00,34.8331,-92.2541,18,-10269679.435591739,4141223.168283807
ORK,2023-02-17 16:00:00+00:00,34.8331,-92.2541,15,-10269679.435591739,4141223.168283807
ORK,2023-02-17 17:00:00+00:00,34.8331,-92.2541,14,-10269679.435591739,4141223.168283807
ORK,2023-02-17 18:00:00+00:00,34.8331,-92.2541,13,-10269679.435591739,4141223.168283807
ORK,2023-02-17 19:00:00+00:00,34.8331,-92.2541,13,-10269679.435591739,4141223.168283807
ORK,2023-02-17 20:00:00+00:00,34.8331,-92.2541,14,-10269679.435591739,4141223.168283807
ORK,2023-02-17 21:00:00+00:00,34.8331,-92.2541,15,-10269679.435591739,4141223.168283807
ORL,2023-02-16 22:00:00+00:00,28.5455,-81.3329,13,-9053937.01274024,3317924.5741854333
ORL,2023-02-16 23:00:00+00:00,28.5455,-81.3329,12,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 00:00:00+00:00,28.5455,-81.3329,12,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 01:00:00+00:00,28.5455,-81.3329,10,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 03:00:00+00:00,28.5455,-81.3329,10,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 07:00:00+00:00,28.5455,-81.3329,12,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 08:00:00+00:00,28.5455,-81.3329,12,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 14:00:00+00:00,28.5455,-81.3329,13,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 15:00:00+00:00,28.5455,-81.3329,16,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 16:00:00+00:00,28.5455,-81.3329,18,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 17:00:00+00:00,28.5455,-81.3329,18,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 18:00:00+00:00,28.5455,-81.3329,17,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 19:00:00+00:00,28.5455,-81.3329,22,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 20:00:00+00:00,28.5455,-81.3329,23,-9053937.01274024,3317924.5741854333
ORL,2023-02-17 21:00:00+00:00,28.5455,-81.3329,17,-9053937.01274024,3317924.5741854333
OSA,2023-02-16 22:00:00+00:00,33.0956,-94.9614,21,-10571054.693016369,3908000.1501157233
OSA,2023-02-16 23:00:00+00:00,33.0956,-94.9614,20,-10571054.693016369,3908000.1501157233
OSA,2023-02-17 00:00:00+00:00,33.0956,-94.9614,18,-10571054.693016369,3908000.1501157233
OSA,2023-02-17 01:00:00+00:00,33.0956,-94.9614,21,-10571054.693016369,3908000.1501157233
OSA,2023-02-17 02:00:00+00:00,33.0956,-94.9614,17,-10571054.693016369,3908000.1501157233
