Station,Time,Lat,Lon,1 Hour Precipitation,x,y
SUE,2023-02-17 02:00:00+00:00,44.8437,-87.4216,0.0001,-9731727.996333245,5596948.721043017
SUE,2023-02-17 03:00:00+00:00,44.8437,-87.4216,0.0001,-9731727.996333245,5596948.721043017
SUE,2023-02-17 04:00:00+00:00,44.8437,-87.4216,0.0001,-9731727.996333245,5596948.721043017
SUE,2023-02-17 15:00:00+00:00,44.8437,-87.4216,0.0001,-9731727.996333245,5596948.721043017
SUS,2023-02-16 22:00:00+00:00,38.6572,-90.6558,0.0001,-10091757.49345685,4672686.690572923
SUS,2023-02-16 23:00:00+00:00,38.6572,-90.6558,0.0001,-10091757.49345685,4672686.690572923
SUS,2023-02-17 00:00:00+00:00,38.6572,-90.6558,0.0001,-10091757.49345685,4672686.690572923
SUS,2023-02-17 01:00:00+00:00,38.6572,-90.6558,0.0001,-10091757.49345685,4672686.690572923
SUS,2023-02-17 03:00:00+00:00,38.6572,-90.6558,0.0001,-10091757.49345685,4672686.690572923
SUT,2023-02-17 05:00:00+00:00,33.9292,-78.0747,0.01,-8691235.847837597,4019299.27316902
SUT,2023-02-17 06:00:00+00:00,33.9292,-78.0747,0.01,-8691235.847837597,4019299.27316902
SVH,2023-02-17 09:00:00+00:00,35.765,-80.9539,0.01,-9011746.92572959,4268333.727618147
SVH,2023-02-17 10:00:00+00:00,35.765,-80.9539,0.04,-9011746.92572959,4268333.727618147
SVH,2023-02-17 12:00:00+00:00,35.765,-80.9539,0.14,-9011746.92572959,4268333.727618147
SVH,2023-02-17 13:00:00+00:00,35.765,-80.9539,0.26,-9011746.92572959,4268333.727618147
SVH,2023-02-17 14:00:00+00:00,35.765,-80.9539,0.04,-9011746.92572959,4268333.727618147
SVH,2023-02-17 15:00:00+00:00,35.765,-80.9539,0.01,-9011746.92572959,4268333.727618147
SVH,2023-02-17 17:00:00+00:00,35.765,-80.9539,0.01,-9011746.92572959,4268333.727618147
SVN,2023-02-17 19:00:00+00:00,32.01,-81.146,0.01,-9033131.399910977,3764623.35412997
SVN,2023-02-17 20:00:00+00:00,32.01,-81.146,0.0001,-9033131.399910977,3764623.35412997
SXS,2023-02-17 08:00:00+00:00,31.3612,-85.8549,0.0001,-9557323.750107422,3679747.219061132
SXS,2023-02-17 09:00:00+00:00,31.3612,-85.8549,0.0001,-9557323.750107422,3679747.219061132
SXS,2023-02-17 10:00:00+00:00,31.3612,-85.8549,0.0001,-9557323.750107422,3679747.219061132
SXS,2023-02-17 11:00:00+00:00,31.3612,-85.8549,0.17,-9557323.750107422,3679747.219061132
SXS,2023-02-17 12:00:00+00:00,31.3612,-85.8549,0.0001,-9557323.750107422,3679747.219061132
SXS,2023-02-17 13:00:00+00:00,31.3612,-85.8549,0.0001,-9557323.750107422,3679747.219061132
SXS,2023-02-17 14:00:00+00:00,31.3612,-85.8549,0.02,-9557323.750107422,3679747.219061132
SXS,2023-02-17 15:00:00+00:00,31.3612,-85.8549,0.03,-9557323.750107422,3679747.219061132
SXS,2023-02-17 16:00:00+00:00,31.3612,-85.8549,0.01,-9557323.750107422,3679747.219061132
SYI,2023-02-16 22:00:00+00:00,35.5594,-86.4425,0.07,-9622735.08289755,4240163.630002735
SYI,2023-02-16 23:00:00+00:00,35.5594,-86.4425,0.03,-9622735.08289755,4240163.630002735
SYI,2023-02-17 00:00:00+00:00,35.5594,-86.4425,0.82,-9622735.08289755,4240163.630002735
SYI,2023-02-17 01:00:00+00:00,35.5594,-86.4425,0.11,-9622735.08289755,4240163.630002735
SYI,2023-02-17 02:00:00+00:00,35.5594,-86.4425,0.13,-9622735.08289755,4240163.630002735
SYI,2023-02-17 03:00:00+00:00,35.5594,-86.4425,0.02,-9622735.08289755,4240163.630002735
SYI,2023-02-17 04:00:00+00:00,35.5594,-86.4425,0.17,-9622735.08289755,4240163.630002735
SYI,2023-02-17 05:00:00+00:00,35.5594,-86.4425,0.12,-9622735.08289755,4240163.630002735
SYI,2023-02-17 06:00:00+00:00,35.5594,-86.4425,0.07,-9622735.08289755,4240163.630002735
SYI,2023-02-17 07:00:00+00:00,35.5594,-86.4425,0.11,-9622735.08289755,4240163.630002735
SYI,2023-02-17 08:00:00+00:00,35.5594,-86.4425,0.05,-9622735.08289755,4240163.630002735
SYM,2023-02-16 22:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-16 23:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 01:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 02:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 03:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 04:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 05:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 06:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 07:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 08:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 09:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 10:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 11:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 14:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 15:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYM,2023-02-17 19:00:00+00:00,38.215,-83.5874,0.01,-9304906.804733675,4609842.782693891
SYR,2023-02-17 12:00:00+00:00,43.1112,-76.1063,0.01,-8472114.562160118,5328912.96637057
SYR,2023-02-17 13:00:00+00:00,43.1112,-76.1063,0.0001,-8472114.562160118,5328912.96637057
SYR,2023-02-17 14:00:00+00:00,43.1112,-76.1063,0.01,-8472114.562160118,5328912.96637057
SYR,2023-02-17 15:00:00+00:00,43.1112,-76.1063,0.0001,-8472114.562160118,5328912.96637057
SYR,2023-02-17 16:00:00+00:00,43.1112,-76.1063,0.0001,-8472114.562160118,5328912.96637057
SYR,2023-02-17 17:00:00+00:00,43.1112,-76.1063,0.0001,-8472114.562160118,5328912.96637057
SYR,2023-02-17 18:00:00+00:00,43.1112,-76.1063,0.0001,-8472114.562160118,5328912.96637057
SYR,2023-02-17 19:00:00+00:00,43.1112,-76.1063,0.0001,-8472114.562160118,5328912.96637057
SYR,2023-02-17 20:00:00+00:00,43.1112,-76.1063,0.0001,-8472114.562160118,5328912.96637057
SZL,2023-02-16 22:00:00+00:00,38.7303,-93.548,0.0001,-10413715.724729156,4683112.661834854
SZL,2023-02-16 23:00:00+00:00,38.7303,-93.548,0.0001,-10413715.724729156,4683112.661834854
SZL,2023-02-17 00:00:00+00:00,38.7303,-93.548,0.0001,-10413715.724729156,4683112.661834854
SZL,2023-02-17 01:00:00+00:00,38.7303,-93.548,0.0001,-10413715.724729156,4683112.661834854
SZL,2023-02-17 02:00:00+00:00,38.7303,-93.548,0.0001,-10413715.724729156,4683112.661834854
SZY,2023-02-17 05:00:00+00:00,35.2029,-88.4984,0.01,-9851596.824019441,4191488.743763309
TAZ,2023-02-16 23:00:00+00:00,39.5342,-89.3278,0.01,-9943925.209683383,4798482.584094632
TAZ,2023-02-17 00:00:00+00:00,39.5342,-89.3278,0.01,-9943925.209683383,4798482.584094632
TBN,2023-02-16 23:00:00+00:00,37.7416,-92.1407,0.0001,-10257055.805335782,4542986.595758591
TBN,2023-02-17 00:00:00+00:00,37.7416,-92.1407,0.0001,-10257055.805335782,4542986.595758591
TBN,2023-02-17 01:00:00+00:00,37.7416,-92.1407,0.0001,-10257055.805335782,4542986.595758591
TBN,2023-02-17 02:00:00+00:00,37.7416,-92.1407,0.0001,-10257055.805335782,4542986.595758591
TBN,2023-02-17 03:00:00+00:00,37.7416,-92.1407,0.0001,-10257055.805335782,4542986.595758591
TCL,2023-02-16 22:00:00+00:00,33.2119,-87.6161,0.03,-9753379.637292538,3923464.038633396
TCL,2023-02-16 23:00:00+00:00,33.2119,-87.6161,0.02,-9753379.637292538,3923464.038633396
TCL,2023-02-17 00:00:00+00:00,33.2119,-87.6161,0.04,-9753379.637292538,3923464.038633396
TCL,2023-02-17 01:00:00+00:00,33.2119,-87.6161,0.02,-9753379.637292538,3923464.038633396
TCL,2023-02-17 02:00:00+00:00,33.2119,-87.6161,0.08,-9753379.637292538,3923464.038633396
TCL,2023-02-17 03:00:00+00:00,33.2119,-87.6161,0.18,-9753379.637292538,3923464.038633396
TCL,2023-02-17 04:00:00+00:00,33.2119,-87.6161,0.09,-9753379.637292538,3923464.038633396
TCL,2023-02-17 05:00:00+00:00,33.2119,-87.6161,0.02,-9753379.637292538,3923464.038633396
TCL,2023-02-17 06:00:00+00:00,33.2119,-87.6161,0.03,-9753379.637292538,3923464.038633396
TCL,2023-02-17 07:00:00+00:00,33.2119,-87.6161,0.24,-9753379.637292538,3923464.038633396
TCL,2023-02-17 08:00:00+00:00,33.2119,-87.6161,0.26,-9753379.637292538,3923464.038633396
TCL,2023-02-17 09:00:00+00:00,33.2119,-87.6161,0.21,-9753379.637292538,3923464.038633396
TCL,2023-02-17 10:00:00+00:00,33.2119,-87.6161,0.06,-9753379.637292538,3923464.038633396
TCM,2023-02-17 09:00:00+00:00,47.1377,-122.4765,0.0001,-13634021.61414237,5964579.252028611
TCM,2023-02-17 11:00:00+00:00,47.1377,-122.4765,0.0001,-13634021.61414237,5964579.252028611
TCM,2023-02-17 12:00:00+00:00,47.1377,-122.4765,0.0001,-13634021.61414237,5964579.252028611
TCM,2023-02-17 13:00:00+00:00,47.1377,-122.4765,0.01,-13634021.61414237,5964579.252028611
TCM,2023-02-17 14:00:00+00:00,47.1377,-122.4765,0.01,-13634021.61414237,5964579.252028611
TCM,2023-02-17 15:00:00+00:00,47.1377,-122.4765,0.0001,-13634021.61414237,5964579.252028611
TCM,2023-02-17 16:00:00+00:00,47.1377,-122.4765,0.03,-13634021.61414237,5964579.252028611
TCM,2023-02-17 17:00:00+00:00,47.1377,-122.4765,0.01,-13634021.61414237,5964579.252028611
TCM,2023-02-17 18:00:00+00:00,47.1377,-122.4765,0.04,-13634021.61414237,5964579.252028611
TCM,2023-02-17 19:00:00+00:00,47.1377,-122.4765,0.01,-13634021.61414237,5964579.252028611
TDF,2023-02-17 13:00:00+00:00,36.2849,-78.9842,0.17,-8792480.92471408,4339894.317976167
TDF,2023-02-17 14:00:00+00:00,36.2849,-78.9842,0.18,-8792480.92471408,4339894.317976167
TDF,2023-02-17 15:00:00+00:00,36.2849,-78.9842,0.02,-8792480.92471408,4339894.317976167
TDF,2023-02-17 16:00:00+00:00,36.2849,-78.9842,0.01,-8792480.92471408,4339894.317976167
TDR,2023-02-17 15:00:00+00:00,30.07,-85.5765,0.03,-9526332.403870575,3512550.867944061
TDR,2023-02-17 16:00:00+00:00,30.07,-85.5765,0.0001,-9526332.403870575,3512550.867944061
TDZ,2023-02-17 01:00:00+00:00,41.5631,-83.4764,0.03,-9292550.341255622,5095756.961765283
TDZ,2023-02-17 02:00:00+00:00,41.5631,-83.4764,0.03,-9292550.341255622,5095756.961765283
TDZ,2023-02-17 03:00:00+00:00,41.5631,-83.4764,0.01,-9292550.341255622,5095756.961765283
TDZ,2023-02-17 04:00:00+00:00,41.5631,-83.4764,0.01,-9292550.341255622,5095756.961765283
TDZ,2023-02-17 05:00:00+00:00,41.5631,-83.4764,0.0001,-9292550.341255622,5095756.961765283
TDZ,2023-02-17 07:00:00+00:00,41.5631,-83.4764,0.0001,-9292550.341255622,5095756.961765283
TDZ,2023-02-17 08:00:00+00:00,41.5631,-83.4764,0.0001,-9292550.341255622,5095756.961765283
TDZ,2023-02-17 18:00:00+00:00,41.5631,-83.4764,0.0001,-9292550.341255622,5095756.961765283
TDZ,2023-02-17 20:00:00+00:00,41.5631,-83.4764,0.0001,-9292550.341255622,5095756.961765283
TEB,2023-02-16 22:00:00+00:00,40.859,-74.0562,0.02,-8243898.474084827,4991566.388813942
TEB,2023-02-16 23:00:00+00:00,40.859,-74.0562,0.0001,-8243898.474084827,4991566.388813942
TEB,2023-02-17 14:00:00+00:00,40.859,-74.0562,0.0001,-8243898.474084827,4991566.388813942
TEB,2023-02-17 15:00:00+00:00,40.859,-74.0562,0.06,-8243898.474084827,4991566.388813942
TEB,2023-02-17 16:00:00+00:00,40.859,-74.0562,0.0001,-8243898.474084827,4991566.388813942
TEB,2023-02-17 18:00:00+00:00,40.859,-74.0562,0.05,-8243898.474084827,4991566.388813942
TEB,2023-02-17 19:00:00+00:00,40.859,-74.0562,0.12,-8243898.474084827,4991566.388813942
TEX,2023-02-17 19:00:00+00:00,37.9538,-107.9085,0.03,-12012319.272265961,4572901.356575663
THV,2023-02-16 22:00:00+00:00,39.917,-76.873,0.0001,-8557463.21575132,4853888.26606626
THV,2023-02-17 02:00:00+00:00,39.917,-76.873,0.0001,-8557463.21575132,4853888.26606626
THV,2023-02-17 03:00:00+00:00,39.917,-76.873,0.01,-8557463.21575132,4853888.26606626
THV,2023-02-17 10:00:00+00:00,39.917,-76.873,0.0001,-8557463.21575132,4853888.26606626
THV,2023-02-17 11:00:00+00:00,39.917,-76.873,0.03,-8557463.21575132,4853888.26606626
THV,2023-02-17 12:00:00+00:00,39.917,-76.873,0.04,-8557463.21575132,4853888.26606626
THV,2023-02-17 13:00:00+00:00,39.917,-76.873,0.03,-8557463.21575132,4853888.26606626
THV,2023-02-17 14:00:00+00:00,39.917,-76.873,0.02,-8557463.21575132,4853888.26606626
THV,2023-02-17 16:00:00+00:00,39.917,-76.873,0.06,-8557463.21575132,4853888.26606626
THV,2023-02-17 17:00:00+00:00,39.917,-76.873,0.0001,-8557463.21575132,4853888.26606626
THV,2023-02-17 18:00:00+00:00,39.917,-76.873,0.0001,-8557463.21575132,4853888.26606626
THV,2023-02-17 19:00:00+00:00,39.917,-76.873,0.0001,-8557463.21575132,4853888.26606626
THV,2023-02-17 20:00:00+00:00,39.917,-76.873,0.0001,-8557463.21575132,4853888.26606626
TIW,2023-02-17 04:00:00+00:00,47.2675,-122.5761,0.0001,-13645109.035425382,5985846.708451914
TIW,2023-02-17 12:00:00+00:00,47.2675,-122.5761,0.0001,-13645109.035425382,5985846.708451914
TIW,2023-02-17 13:00:00+00:00,47.2675,-122.5761,0.01,-13645109.035425382,5985846.708451914
TIW,2023-02-17 14:00:00+00:00,47.2675,-122.5761,0.01,-13645109.035425382,5985846.708451914
TIW,2023-02-17 15:00:00+00:00,47.2675,-122.5761,0.01,-13645109.035425382,5985846.708451914
TIW,2023-02-17 16:00:00+00:00,47.2675,-122.5761,0.03,-13645109.035425382,5985846.708451914
TIW,2023-02-17 17:00:00+00:00,47.2675,-122.5761,0.02,-13645109.035425382,5985846.708451914
TIW,2023-02-17 18:00:00+00:00,47.2675,-122.5761,0.02,-13645109.035425382,5985846.708451914
TLH,2023-02-17 17:00:00+00:00,30.3935,-84.3513,0.14,-9389943.763750656,3554231.5455524717
TLH,2023-02-17 18:00:00+00:00,30.3935,-84.3513,0.0001,-9389943.763750656,3554231.5455524717
TMB,2023-02-17 17:00:00+00:00,25.6423,-80.4347,0.0001,-8953949.846109722,2954845.2930772007
TMB,2023-02-17 18:00:00+00:00,25.6423,-80.4347,0.0001,-8953949.846109722,2954845.2930772007
TMB,2023-02-17 19:00:00+00:00,25.6423,-80.4347,0.11,-8953949.846109722,2954845.2930772007
TMB,2023-02-17 20:00:00+00:00,25.6423,-80.4347,0.19,-8953949.846109722,2954845.2930772007
TNB,2023-02-17 05:00:00+00:00,36.2,-81.65,0.08,-9089236.423270788,4328176.0752982795
TNB,2023-02-17 06:00:00+00:00,36.2,-81.65,0.13,-9089236.423270788,4328176.0752982795
TNB,2023-02-17 07:00:00+00:00,36.2,-81.65,0.12,-9089236.423270788,4328176.0752982795
TNB,2023-02-17 08:00:00+00:00,36.2,-81.65,0.23,-9089236.423270788,4328176.0752982795
TNB,2023-02-17 09:00:00+00:00,36.2,-81.65,0.11,-9089236.423270788,4328176.0752982795
TNB,2023-02-17 10:00:00+00:00,36.2,-81.65,0.06,-9089236.423270788,4328176.0752982795
TNB,2023-02-17 11:00:00+00:00,36.2,-81.65,0.23,-9089236.423270788,4328176.0752982795
TNB,2023-02-17 12:00:00+00:00,36.2,-81.65,0.09,-9089236.423270788,4328176.0752982795
TNB,2023-02-17 13:00:00+00:00,36.2,-81.65,0.06,-9089236.423270788,4328176.0752982795
TNB,2023-02-17 14:00:00+00:00,36.2,-81.65,0.01,-9089236.423270788,4328176.0752982795
TOC,2023-02-17 06:00:00+00:00,34.5928,-83.2964,0.01,-9272512.832912834,4108681.0606260374
TOC,2023-02-17 07:00:00+00:00,34.5928,-83.2964,0.06,-9272512.832912834,4108681.0606260374
TOC,2023-02-17 08:00:00+00:00,34.5928,-83.2964,0.10,-9272512.832912834,4108681.0606260374
TOC,2023-02-17 09:00:00+00:00,34.5928,-83.2964,0.06,-9272512.832912834,4108681.0606260374
TOC,2023-02-17 10:00:00+00:00,34.5928,-83.2964,0.05,-9272512.832912834,4108681.0606260374
TOC,2023-02-17 11:00:00+00:00,34.5928,-83.2964,0.40,-9272512.832912834,4108681.0606260374
TOC,2023-02-17 12:00:00+00:00,34.5928,-83.2964,0.04,-9272512.832912834,4108681.0606260374
TOC,2023-02-17 13:00:00+00:00,34.5928,-83.2964,0.05,-9272512.832912834,4108681.0606260374
TOI,2023-02-17 01:00:00+00:00,31.8604,-86.0121,0.0001,-9574823.174060125,3744999.875088121
TOI,2023-02-17 02:00:00+00:00,31.8604,-86.0121,0.0001,-9574823.174060125,3744999.875088121
TOI,2023-02-17 08:00:00+00:00,31.8604,-86.0121,0.0001,-9574823.174060125,3744999.875088121
TOI,2023-02-17 09:00:00+00:00,31.8604,-86.0121,0.0001,-9574823.174060125,3744999.875088121
TOI,2023-02-17 10:00:00+00:00,31.8604,-86.0121,0.04,-9574823.174060125,3744999.875088121
TOI,2023-02-17 11:00:00+00:00,31.8604,-86.0121,0.01,-9574823.174060125,3744999.875088121
TOI,2023-02-17 12:00:00+00:00,31.8604,-86.0121,0.0001,-9574823.174060125,3744999.875088121
TOI,2023-02-17 13:00:00+00:00,31.8604,-86.0121,0.01,-9574823.174060125,3744999.875088121
TOI,2023-02-17 14:00:00+00:00,31.8604,-86.0121,0.05,-9574823.174060125,3744999.875088121
TOI,2023-02-17 15:00:00+00:00,31.8604,-86.0121,0.0001,-9574823.174060125,3744999.875088121
TOL,2023-02-17 01:00:00+00:00,41.5886,-83.8014,0.08,-9328729.175763436,5099551.549469085
TOL,2023-02-17 02:00:00+00:00,41.5886,-83.8014,0.02,-9328729.175763436,5099551.549469085
TOL,2023-02-17 03:00:00+00:00,41.5886,-83.8014,0.03,-9328729.175763436,5099551.549469085
TOL,2023-02-17 04:00:00+00:00,41.5886,-83.8014,0.01,-9328729.175763436,5099551.549469085
TOL,2023-02-17 06:00:00+00:00,41.5886,-83.8014,0.0001,-9328729.175763436,5099551.549469085
TOL,2023-02-17 07:00:00+00:00,41.5886,-83.8014,0.0001,-9328729.175763436,5099551.549469085
TOL,2023-02-17 15:00:00+00:00,41.5886,-83.8014,0.0001,-9328729.175763436,5099551.549469085
TOL,2023-02-17 16:00:00+00:00,41.5886,-83.8014,0.0001,-9328729.175763436,5099551.549469085
TOL,2023-02-17 17:00:00+00:00,41.5886,-83.8014,0.0001,-9328729.175763436,5099551.549469085
TOL,2023-02-17 18:00:00+00:00,41.5886,-83.8014,0.0001,-9328729.175763436,5099551.549469085
TOL,2023-02-17 19:00:00+00:00,41.5886,-83.8014,0.0001,-9328729.175763436,5099551.549469085
TOL,2023-02-17 20:00:00+00:00,41.5886,-83.8014,0.0001,-9328729.175763436,5099551.549469085
TOL,2023-02-17 21:00:00+00:00,41.5886,-83.8014,0.0001,-9328729.175763436,5099551.549469085
TOP,2023-02-16 22:00:00+00:00,39.07,-95.62,0.0001,-10644369.709652819,4731703.437722285
TOP,2023-02-16 23:00:00+00:00,39.07,-95.62,0.0001,-10644369.709652819,4731703.437722285
TQK,2023-02-17 18:00:00+00:00,38.4782,-100.8822,0.02,-11230155.134105181,4647201.437411623
TRI,2023-02-17 02:00:00+00:00,36.4752,-82.4074,0.0001,-9173549.805597613,4366206.713444178
TRI,2023-02-17 03:00:00+00:00,36.4752,-82.4074,0.03,-9173549.805597613,4366206.713444178
TRI,2023-02-17 04:00:00+00:00,36.4752,-82.4074,0.08,-9173549.805597613,4366206.713444178
TRI,2023-02-17 05:00:00+00:00,36.4752,-82.4074,0.24,-9173549.805597613,4366206.713444178
TRI,2023-02-17 06:00:00+00:00,36.4752,-82.4074,0.08,-9173549.805597613,4366206.713444178
TRI,2023-02-17 07:00:00+00:00,36.4752,-82.4074,0.11,-9173549.805597613,4366206.713444178
TRI,2023-02-17 08:00:00+00:00,36.4752,-82.4074,0.13,-9173549.805597613,4366206.713444178
TRI,2023-02-17 09:00:00+00:00,36.4752,-82.4074,0.11,-9173549.805597613,4366206.713444178
TRI,2023-02-17 10:00:00+00:00,36.4752,-82.4074,0.20,-9173549.805597613,4366206.713444178
TRI,2023-02-17 11:00:00+00:00,36.4752,-82.4074,0.16,-9173549.805597613,4366206.713444178
TRI,2023-02-17 12:00:00+00:00,36.4752,-82.4074,0.13,-9173549.805597613,4366206.713444178
TRI,2023-02-17 13:00:00+00:00,36.4752,-82.4074,0.05,-9173549.805597613,4366206.713444178
TRI,2023-02-17 14:00:00+00:00,36.4752,-82.4074,0.01,-9173549.805597613,4366206.713444178
TRI,2023-02-17 18:00:00+00:00,36.4752,-82.4074,0.0001,-9173549.805597613,4366206.713444178
TTA,2023-02-17 14:00:00+00:00,35.58,-79.1,0.07,-8805371.721747939,4242982.854969877
TTA,2023-02-17 15:00:00+00:00,35.58,-79.1,0.09,-8805371.721747939,4242982.854969877
TTA,2023-02-17 16:00:00+00:00,35.58,-79.1,0.01,-8805371.721747939,4242982.854969877
TTA,2023-02-17 18:00:00+00:00,35.58,-79.1,0.01,-8805371.721747939,4242982.854969877
TTF,2023-02-17 03:00:00+00:00,41.9399,-83.4347,0.03,-9287908.318489544,5151981.002591002
TTF,2023-02-17 04:00:00+00:00,41.9399,-83.4347,0.04,-9287908.318489544,5151981.002591002
TTF,2023-02-17 05:00:00+00:00,41.9399,-83.4347,0.04,-9287908.318489544,5151981.002591002
TTN,2023-02-16 22:00:00+00:00,40.2768,-74.8159,0.0001,-8328467.891240476,4906248.008076316
TTN,2023-02-17 11:00:00+00:00,40.2768,-74.8159,0.0001,-8328467.891240476,4906248.008076316
TTN,2023-02-17 12:00:00+00:00,40.2768,-74.8159,0.02,-8328467.891240476,4906248.008076316
TTN,2023-02-17 13:00:00+00:00,40.2768,-74.8159,0.05,-8328467.891240476,4906248.008076316
TTN,2023-02-17 14:00:00+00:00,40.2768,-74.8159,0.12,-8328467.891240476,4906248.008076316
TTN,2023-02-17 15:00:00+00:00,40.2768,-74.8159,0.12,-8328467.891240476,4906248.008076316
TTN,2023-02-17 16:00:00+00:00,40.2768,-74.8159,0.03,-8328467.891240476,4906248.008076316
TTN,2023-02-17 18:00:00+00:00,40.2768,-74.8159,0.05,-8328467.891240476,4906248.008076316
TTN,2023-02-17 19:00:00+00:00,40.2768,-74.8159,0.01,-8328467.891240476,4906248.008076316
TTN,2023-02-17 20:00:00+00:00,40.2768,-74.8159,0.0001,-8328467.891240476,4906248.008076316
TTN,2023-02-17 21:00:00+00:00,40.2768,-74.8159,0.0001,-8328467.891240476,4906248.008076316
TUP,2023-02-16 22:00:00+00:00,34.2608,-88.7711,0.48,-9881953.649158768,4063875.084381783
TUP,2023-02-16 23:00:00+00:00,34.2608,-88.7711,0.02,-9881953.649158768,4063875.084381783
TUP,2023-02-17 00:00:00+00:00,34.2608,-88.7711,0.02,-9881953.649158768,4063875.084381783
TUP,2023-02-17 01:00:00+00:00,34.2608,-88.7711,0.0001,-9881953.649158768,4063875.084381783
TUP,2023-02-17 02:00:00+00:00,34.2608,-88.7711,0.06,-9881953.649158768,4063875.084381783
TUP,2023-02-17 03:00:00+00:00,34.2608,-88.7711,0.27,-9881953.649158768,4063875.084381783
TUP,2023-02-17 04:00:00+00:00,34.2608,-88.7711,0.05,-9881953.649158768,4063875.084381783
TUP,2023-02-17 05:00:00+00:00,34.2608,-88.7711,0.0001,-9881953.649158768,4063875.084381783
TUP,2023-02-17 06:00:00+00:00,34.2608,-88.7711,0.0001,-9881953.649158768,4063875.084381783
TVC,2023-02-16 22:00:00+00:00,44.7416,-85.5824,0.01,-9526989.188866256,5580933.014221994
TVC,2023-02-16 23:00:00+00:00,44.7416,-85.5824,0.01,-9526989.188866256,5580933.014221994
TVC,2023-02-17 00:00:00+00:00,44.7416,-85.5824,0.02,-9526989.188866256,5580933.014221994
TVC,2023-02-17 01:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 02:00:00+00:00,44.7416,-85.5824,0.01,-9526989.188866256,5580933.014221994
TVC,2023-02-17 03:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 04:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 05:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 06:00:00+00:00,44.7416,-85.5824,0.01,-9526989.188866256,5580933.014221994
TVC,2023-02-17 07:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 09:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 10:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 11:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 12:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 13:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 14:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 15:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 16:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 17:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 18:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 19:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVC,2023-02-17 20:00:00+00:00,44.7416,-85.5824,0.0001,-9526989.188866256,5580933.014221994
TVF,2023-02-17 15:00:00+00:00,48.0657,-96.185,0.0001,-10707265.221951019,6117791.942079294
TVF,2023-02-17 16:00:00+00:00,48.0657,-96.185,0.0001,-10707265.221951019,6117791.942079294
TVF,2023-02-17 17:00:00+00:00,48.0657,-96.185,0.0001,-10707265.221951019,6117791.942079294
TVF,2023-02-17 18:00:00+00:00,48.0657,-96.185,0.0001,-10707265.221951019,6117791.942079294
TVF,2023-02-17 19:00:00+00:00,48.0657,-96.185,0.0001,-10707265.221951019,6117791.942079294
