,Station,OBS Time,Lat,Lon,Current WX,Temperature (F),Wind (mph),peak_wind_gust,Real Feel Temperature,1 Hour Precipitation,WX Code,ptype,color,Time,Max Gust (mph),id,category,description_id,geom,x,y
900,MGJ,2023-02-17 16:45:00Z,41.5092,-74.265,Heavy Rain,55.00,19.0,29.0,55.00,0.11,+RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-8267141.983762462,5087741.169479915
901,LNS,2023-02-17 16:46:00Z,40.1203,-76.2944,Rain,48.00,18.0,32.0,40.81,0.06,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,32.0,,,,,-8493053.75837833,4883439.378235508
902,BID,2023-02-17 16:49:00Z,41.17,-71.58,Rain,48.20,17.0,29.0,41.30,0.02,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-7968249.150982522,5037449.05465148
903,MPO,2023-02-17 16:50:00Z,41.1389,-75.3794,Rain,42.80,17.0,34.0,34.22,0.06,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,34.0,,,,,-8391196.424302485,5032851.0203310875
904,RDU,2023-02-17 16:51:00Z,35.8922,-78.7819,Rain,64.90,16.0,26.0,64.90,0.01,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,26.0,,,,,-8769960.991726598,4285798.378491457
905,HYA,2023-02-17 16:51:00Z,41.67,-70.28,Rain,53.60,15.0,31.0,53.60,0.02,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-7823533.812951267,5111674.508592239
906,YNG,2023-02-17 16:51:00Z,41.2544,-80.6739,Snow and/or Graupel,28.90,17.0,26.0,16.01,0.0001,-SN,1.0,#1f48cf,2023-02-17 17:00:00+00:00,26.0,,,,,-8980577.468307473,5049938.332786984
907,ABE,2023-02-17 16:51:00Z,40.6508,-75.4492,Rain,51.10,14.0,28.0,51.10,0.03,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8398966.524759857,4960970.38945766
908,IAD,2023-02-17 16:52:00Z,38.9348,-77.4473,Rain,52.00,14.0,28.0,52.00,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8621393.999313897,4712336.530453594
909,DCA,2023-02-17 16:52:00Z,38.8472,-77.0345,Rain,55.00,13.0,43.0,55.00,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,43.0,,,,,-8575441.313514432,4699807.857522583
910,CSV,2023-02-17 16:53:00Z,35.9513,-85.085,Snow and/or Graupel,30.00,9.0,26.0,21.03,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 17:00:00+00:00,26.0,,,,,-9471618.874145681,4293922.394582194
911,OXB,2023-02-17 16:53:00Z,38.3083,-75.1239,Rain,57.90,14.0,26.0,57.90,0.04,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,26.0,,,,,-8362754.294404806,4623070.278449299
912,ILM,2023-02-17 16:53:00Z,34.27,-77.9,Rain,75.90,25.0,41.0,75.90,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,41.0,,,,,-8671788.332796011,4065114.304700843
913,AAF,2023-02-17 16:53:00Z,29.7276,-85.0274,Rain,64.90,13.0,31.0,64.90,0.13,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-9465206.871475989,3468583.1994889323
914,RWI,2023-02-17 16:53:00Z,35.8563,-77.8919,Rain,66.90,14.0,29.0,66.90,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-8670886.644920586,4280866.446167187
915,MVY,2023-02-17 16:53:00Z,41.3931,-70.615,Rain,54.00,15.0,28.0,54.00,0.01,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-7860825.842367013,5070497.878108292
916,LNS,2023-02-17 16:53:00Z,40.1203,-76.2944,Rain,48.00,22.0,32.0,40.00,0.06,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,32.0,,,,,-8493053.75837833,4883439.378235508
917,MPO,2023-02-17 16:53:00Z,41.1389,-75.3794,Rain,42.10,20.0,34.0,32.55,0.06,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,34.0,,,,,-8391196.424302485,5032851.0203310875
918,GED,2023-02-17 16:54:00Z,38.6892,-75.3589,Rain,66.00,18.0,28.0,66.00,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8388914.374741225,4677249.416179122
919,PSF,2023-02-17 16:54:00Z,42.4272,-73.2892,Rain,42.10,14.0,28.0,34.18,0.03,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8158516.424646385,5225188.301764339
920,BTV,2023-02-17 16:54:00Z,44.47,-73.15,Snow and/or Graupel,21.00,23.0,28.0,3.53,0.01,-SN,1.0,#1f48cf,2023-02-17 17:00:00+00:00,28.0,,,,,-8143020.751527962,5538466.20295752
921,BWI,2023-02-17 16:54:00Z,39.1733,-76.6841,Rain,54.00,17.0,39.0,54.00,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,39.0,,,,,-8536434.96394047,4746525.798915317
922,SBY,2023-02-17 16:54:00Z,38.3405,-75.5103,Rain,64.90,14.0,28.0,64.90,0.01,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8405768.145647325,4627639.343121952
923,MGJ,2023-02-17 16:54:00Z,41.5092,-74.265,Rain,50.00,21.0,29.0,50.00,0.15,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-8267141.983762462,5087741.169479915
924,ECG,2023-02-17 16:54:00Z,36.2577,-76.1716,Rain,68.00,13.0,26.0,68.00,0.04,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,26.0,,,,,-8479383.724908916,4336138.67750718
925,ADW,2023-02-17 16:55:00Z,38.8108,-76.867,Rain,55.60,18.0,31.0,55.60,0.0001,-DZ,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-8556795.298806561,4694606.417359759
926,DAA,2023-02-17 16:55:00Z,38.715,-77.181,Rain,54.50,15.0,28.0,54.50,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8591749.618915647,4680929.599868978
927,SBY,2023-02-17 16:55:00Z,38.3405,-75.5103,Rain,64.40,14.0,28.0,64.40,0.00,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,28.0,,,,,-8405768.145647325,4627639.343121952
928,HYA,2023-02-17 16:56:00Z,41.67,-70.28,Rain,53.10,17.0,31.0,53.10,0.02,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,31.0,,,,,-7823533.812951267,5111674.508592239
929,HEF,2023-02-17 16:56:00Z,38.7214,-77.5154,Rain,53.10,13.0,27.0,53.10,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,27.0,,,,,-8628974.85663692,4681842.719250597
930,BID,2023-02-17 16:56:00Z,41.17,-71.58,Rain,48.00,18.0,29.0,40.81,0.02,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-7968249.150982522,5037449.05465148
931,HWV,2023-02-17 16:56:00Z,40.8217,-72.8689,Rain,53.10,13.0,26.0,53.10,0.03,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,26.0,,,,,-8111728.842665972,4986077.919912205
932,MSV,2023-02-17 16:56:00Z,41.7016,-74.795,Rain,42.10,11.0,26.0,35.23,0.01,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,26.0,,,,,-8326141.313882897,5116384.848391377
933,TVF,2023-02-17 16:56:00Z,48.0657,-96.185,Snow and/or Graupel,17.10,25.0,29.0,-2.36,0.0001,-SN,1.0,#1f48cf,2023-02-17 17:00:00+00:00,29.0,,,,,-10707265.221951019,6117791.942079294
934,PVC,2023-02-17 16:56:00Z,42.07,-70.22,Rain,48.00,20.0,26.0,40.39,0.0001,-RA BR,6.0,#169c2f,2023-02-17 17:00:00+00:00,26.0,,,,,-7816854.64350367,5171470.878793815
935,MGJ,2023-02-17 17:00:00Z,41.5092,-74.265,Rain,48.90,20.0,29.0,41.59,0.0001,-RA,6.0,#169c2f,2023-02-17 17:00:00+00:00,29.0,,,,,-8267141.983762462,5087741.169479915
936,BTV,2023-02-17 17:02:00Z,44.47,-73.15,Snow and/or Graupel,21.00,17.0,27.0,5.93,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 18:00:00+00:00,27.0,,,,,-8143020.751527962,5538466.20295752
937,MPO,2023-02-17 17:03:00Z,41.1389,-75.3794,Rain,42.10,21.0,29.0,32.32,0.0001,-RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,29.0,,,,,-8391196.424302485,5032851.0203310875
938,AMG,2023-02-17 17:05:00Z,31.5361,-82.5066,Rain,70.00,11.0,28.0,70.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,28.0,,,,,-9184592.699084306,3702569.4055782976
939,MVY,2023-02-17 17:09:00Z,41.3931,-70.615,Rain,52.00,19.0,27.0,52.00,0.0001,-RA FG,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-7860825.842367013,5070497.878108292
940,POU,2023-02-17 17:11:00Z,41.6266,-73.8842,Heavy Rain,57.00,17.0,28.0,57.00,0.04,+RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,28.0,,,,,-8224751.521668385,5105209.011254346
941,NAK,2023-02-17 17:15:00Z,38.9913,-76.4891,Rain,55.00,18.0,37.0,55.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,37.0,,,,,-8514727.66323578,4720425.448834845
942,POU,2023-02-17 17:19:00Z,41.6266,-73.8842,Rain,53.10,12.0,28.0,53.10,0.05,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,28.0,,,,,-8224751.521668385,5105209.011254346
943,AMG,2023-02-17 17:19:00Z,31.5361,-82.5066,Rain,66.90,13.0,28.0,66.90,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,28.0,,,,,-9184592.699084306,3702569.4055782976
944,DYL,2023-02-17 17:25:00Z,40.3331,-75.1223,Heavy Rain,55.00,13.0,29.0,55.00,0.12,+RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,29.0,,,,,-8362576.183219534,4914466.1901440285
945,BAF,2023-02-17 17:26:00Z,42.1578,-72.7161,Rain,55.90,15.0,29.0,55.90,0.01,-RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,29.0,,,,,-8094719.22447276,5184646.50598005
946,BAF,2023-02-17 17:31:00Z,42.1578,-72.7161,Heavy Rain,51.10,24.0,36.0,51.10,0.06,+RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,36.0,,,,,-8094719.22447276,5184646.50598005
947,BAF,2023-02-17 17:33:00Z,42.1578,-72.7161,Heavy Rain,48.90,18.0,36.0,42.00,0.10,+RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,36.0,,,,,-8094719.22447276,5184646.50598005
948,DYL,2023-02-17 17:34:00Z,40.3331,-75.1223,Rain,52.00,15.0,29.0,52.00,0.14,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,29.0,,,,,-8362576.183219534,4914466.1901440285
949,ILG,2023-02-17 17:35:00Z,39.6728,-75.6008,Rain,52.00,27.0,37.0,52.00,0.0001,RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,37.0,,,,,-8415842.559564117,4818507.768931656
950,ORE,2023-02-17 17:35:00Z,42.5701,-72.2886,Rain,50.00,18.0,33.0,50.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,33.0,,,,,-8047130.142158636,5246763.93151062
951,DYL,2023-02-17 17:36:00Z,40.3331,-75.1223,Rain,52.00,13.0,29.0,52.00,0.15,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,29.0,,,,,-8362576.183219534,4914466.1901440285
952,AVP,2023-02-17 17:36:00Z,41.3335,-75.7227,Rain,43.00,15.0,31.0,35.04,0.01,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,31.0,,,,,-8429412.405491816,5061657.988231519
953,ILG,2023-02-17 17:37:00Z,39.6728,-75.6008,Rain,51.10,22.0,37.0,51.10,0.0001,RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,37.0,,,,,-8415842.559564117,4818507.768931656
954,BTV,2023-02-17 17:40:00Z,44.47,-73.15,Snow and/or Graupel,19.90,15.0,31.0,5.09,0.0001,-SN BR,1.0,#1f48cf,2023-02-17 18:00:00+00:00,31.0,,,,,-8143020.751527962,5538466.20295752
955,MVY,2023-02-17 17:40:00Z,41.3931,-70.615,Rain,51.10,17.0,27.0,51.10,0.0001,-RA FG,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-7860825.842367013,5070497.878108292
956,DCA,2023-02-17 17:40:00Z,38.8472,-77.0345,Rain,54.00,15.0,27.0,54.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-8575441.313514432,4699807.857522583
957,BAF,2023-02-17 17:43:00Z,42.1578,-72.7161,Rain,46.90,20.0,36.0,38.93,0.12,-RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,36.0,,,,,-8094719.22447276,5184646.50598005
958,SMQ,2023-02-17 17:43:00Z,40.6239,-74.6694,Rain,55.90,13.0,26.0,55.90,0.05,-RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,26.0,,,,,-8312159.58583926,4957024.2781995805
959,ABE,2023-02-17 17:43:00Z,40.6508,-75.4492,Rain,46.90,7.0,26.0,42.94,0.01,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,26.0,,,,,-8398966.524759857,4960970.38945766
960,BTV,2023-02-17 17:44:00Z,44.47,-73.15,Snow and/or Graupel,19.90,18.0,31.0,3.82,0.0001,-SN,1.0,#1f48cf,2023-02-17 18:00:00+00:00,31.0,,,,,-8143020.751527962,5538466.20295752
961,ILG,2023-02-17 17:44:00Z,39.6728,-75.6008,Rain,50.00,21.0,37.0,50.00,0.01,-RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,37.0,,,,,-8415842.559564117,4818507.768931656
962,SMQ,2023-02-17 17:45:00Z,40.6239,-74.6694,Rain,55.90,18.0,27.0,55.90,0.05,-RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-8312159.58583926,4957024.2781995805
963,BAF,2023-02-17 17:46:00Z,42.1578,-72.7161,Rain,46.90,13.0,36.0,40.66,0.12,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,36.0,,,,,-8094719.22447276,5184646.50598005
964,MSV,2023-02-17 17:47:00Z,41.7016,-74.795,Rain,39.20,12.0,26.0,31.17,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,26.0,,,,,-8326141.313882897,5116384.848391377
965,SMQ,2023-02-17 17:47:00Z,40.6239,-74.6694,Rain,55.40,15.0,27.0,55.40,0.05,-RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-8312159.58583926,4957024.2781995805
966,CDW,2023-02-17 17:49:00Z,40.8764,-74.2831,Rain,57.20,16.0,27.0,57.20,0.04,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-8269156.866545821,4994127.750420434
967,ORE,2023-02-17 17:49:00Z,42.5701,-72.2886,Rain,48.20,14.0,33.0,42.04,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,33.0,,,,,-8047130.142158636,5246763.93151062
968,TTN,2023-02-17 17:50:00Z,40.2768,-74.8159,Heavy Rain,55.40,19.0,29.0,55.40,0.03,+RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,29.0,,,,,-8328467.891240476,4906248.008076316
969,ILG,2023-02-17 17:51:00Z,39.6728,-75.6008,Rain,50.00,19.0,37.0,50.00,0.01,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,37.0,,,,,-8415842.559564117,4818507.768931656
970,PVC,2023-02-17 17:51:00Z,42.07,-70.22,Rain,50.00,17.0,27.0,50.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-7816854.64350367,5171470.878793815
971,ABE,2023-02-17 17:51:00Z,40.6508,-75.4492,Rain,46.90,9.0,26.0,42.04,0.01,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,26.0,,,,,-8398966.524759857,4960970.38945766
972,ORE,2023-02-17 17:52:00Z,42.5701,-72.2886,Rain,48.00,17.0,33.0,41.04,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,33.0,,,,,-8047130.142158636,5246763.93151062
973,DCA,2023-02-17 17:52:00Z,38.8472,-77.0345,Rain,53.10,10.0,27.0,53.10,0.0001,-DZ,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-8575441.313514432,4699807.857522583
974,CDW,2023-02-17 17:53:00Z,40.8764,-74.2831,Heavy Rain,53.10,11.0,27.0,53.10,0.07,+RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-8269156.866545821,4994127.750420434
975,BAF,2023-02-17 17:53:00Z,42.1578,-72.7161,Rain,46.90,14.0,36.0,40.37,0.12,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,36.0,,,,,-8094719.22447276,5184646.50598005
976,SMQ,2023-02-17 17:53:00Z,40.6239,-74.6694,Rain,54.00,14.0,28.0,54.00,0.05,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,28.0,,,,,-8312159.58583926,4957024.2781995805
977,EWB,2023-02-17 17:53:00Z,41.6764,-70.9583,Rain,54.00,13.0,28.0,M,0.05,-RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,28.0,,,,,-7899041.823556343,5112628.314666234
978,MVY,2023-02-17 17:53:00Z,41.3931,-70.615,Rain,51.10,16.0,31.0,51.10,0.0001,-RA FG,6.0,#169c2f,2023-02-17 18:00:00+00:00,31.0,,,,,-7860825.842367013,5070497.878108292
979,TTN,2023-02-17 17:53:00Z,40.2768,-74.8159,Heavy Rain,53.10,18.0,29.0,53.10,0.05,+RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,29.0,,,,,-8328467.891240476,4906248.008076316
980,THV,2023-02-17 17:53:00Z,39.917,-76.873,Rain,48.00,12.0,27.0,42.37,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-8557463.21575132,4853888.26606626
981,MPO,2023-02-17 17:53:00Z,41.1389,-75.3794,Rain,39.90,19.0,33.0,29.88,0.01,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,33.0,,,,,-8391196.424302485,5032851.0203310875
982,AGS,2023-02-17 17:53:00Z,33.3699,-81.9645,Rain,63.00,13.0,27.0,63.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-9124246.403125271,3944505.5562959956
983,ORH,2023-02-17 17:54:00Z,42.2673,-71.8757,Rain,57.00,17.0,28.0,57.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,28.0,,,,,-8001166.324410093,5201104.166970187
984,GED,2023-02-17 17:54:00Z,38.6892,-75.3589,Rain,64.90,16.0,27.0,64.90,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-8388914.374741225,4677249.416179122
985,PSF,2023-02-17 17:54:00Z,42.4272,-73.2892,Rain,39.00,7.0,26.0,33.31,0.02,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,26.0,,,,,-8158516.424646385,5225188.301764339
986,BTV,2023-02-17 17:54:00Z,44.47,-73.15,Snow and/or Graupel,19.90,17.0,31.0,4.22,0.0001,-SN,1.0,#1f48cf,2023-02-17 18:00:00+00:00,31.0,,,,,-8143020.751527962,5538466.20295752
987,BWI,2023-02-17 17:54:00Z,39.1733,-76.6841,Rain,54.00,14.0,28.0,54.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,28.0,,,,,-8536434.96394047,4746525.798915317
988,SBY,2023-02-17 17:54:00Z,38.3405,-75.5103,Rain,64.90,14.0,26.0,64.90,0.02,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,26.0,,,,,-8405768.145647325,4627639.343121952
989,ECG,2023-02-17 17:54:00Z,36.2577,-76.1716,Rain,68.00,20.0,26.0,68.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,26.0,,,,,-8479383.724908916,4336138.67750718
990,PNE,2023-02-17 17:54:00Z,40.0789,-75.0134,Rain,55.00,19.0,33.0,M,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,33.0,,,,,-8350453.490672148,4877414.445395675
991,DYL,2023-02-17 17:54:00Z,40.3331,-75.1223,Rain,50.00,9.0,29.0,50.00,0.15,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,29.0,,,,,-8362576.183219534,4914466.1901440285
992,AVP,2023-02-17 17:54:00Z,41.3335,-75.7227,Rain,39.90,20.0,32.0,29.63,0.01,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,32.0,,,,,-8429412.405491816,5061657.988231519
993,PHL,2023-02-17 17:54:00Z,39.8734,-75.2266,Rain,57.00,32.0,38.0,57.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,38.0,,,,,-8374186.806109274,4847562.131294166
994,FWA,2023-02-17 17:54:00Z,40.9781,-85.1871,Snow and/or Graupel,28.00,13.0,27.0,16.44,0.0001,-SN,1.0,#1f48cf,2023-02-17 18:00:00+00:00,27.0,,,,,-9482984.594155675,5009111.955298116
995,ADW,2023-02-17 17:55:00Z,38.8108,-76.867,Rain,51.10,14.0,30.0,51.10,0.0001,-DZ,6.0,#169c2f,2023-02-17 18:00:00+00:00,30.0,,,,,-8556795.298806561,4694606.417359759
996,SBY,2023-02-17 17:55:00Z,38.3405,-75.5103,Rain,64.40,14.0,26.0,64.40,0.00,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,26.0,,,,,-8405768.145647325,4627639.343121952
997,CEF,2023-02-17 17:55:00Z,42.194,-72.5348,Rain,48.90,17.0,32.0,42.22,0.09,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,32.0,,,,,-8074537.00079194,5190084.147374398
998,MSV,2023-02-17 17:56:00Z,41.7016,-74.795,Rain,39.00,13.0,26.0,30.54,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,26.0,,,,,-8326141.313882897,5116384.848391377
999,PVC,2023-02-17 17:56:00Z,42.07,-70.22,Rain,50.00,19.0,27.0,50.00,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-7816854.64350367,5171470.878793815
1000,PHL,2023-02-17 17:56:00Z,39.8734,-75.2266,Rain,55.90,28.0,35.0,55.90,0.0001,-RA,6.0,#169c2f,2023-02-17 18:00:00+00:00,35.0,,,,,-8374186.806109274,4847562.131294166
1001,TTN,2023-02-17 18:00:00Z,40.2768,-74.8159,Rain,52.00,16.0,27.0,52.00,0.01,-RA BR,6.0,#169c2f,2023-02-17 18:00:00+00:00,27.0,,,,,-8328467.891240476,4906248.008076316
1002,BDL,2023-02-17 18:01:00Z,41.9381,-72.6825,Rain,51.10,23.0,32.0,51.10,0.0001,RA BR,6.0,#169c2f,2023-02-17 19:00:00+00:00,32.0,,,,,-8090978.889582107,5151711.629393237
1003,ORH,2023-02-17 18:03:00Z,42.2673,-71.8757,Rain,57.00,20.0,27.0,57.00,0.0001,-RA,6.0,#169c2f,2023-02-17 19:00:00+00:00,27.0,,,,,-8001166.324410093,5201104.166970187
1004,GED,2023-02-17 18:04:00Z,38.6892,-75.3589,Rain,64.90,11.0,26.0,64.90,0.01,-RA,6.0,#169c2f,2023-02-17 19:00:00+00:00,26.0,,,,,-8388914.374741225,4677249.416179122
1005,TTN,2023-02-17 18:04:00Z,40.2768,-74.8159,Rain,51.10,17.0,27.0,51.10,0.01,-RA BR,6.0,#169c2f,2023-02-17 19:00:00+00:00,27.0,,,,,-8328467.891240476,4906248.008076316
1006,DXR,2023-02-17 18:05:00Z,41.37,-73.48,Rain,54.00,11.0,26.0,54.00,0.04,RA,6.0,#169c2f,2023-02-17 19:00:00+00:00,26.0,,,,,-8179756.183489743,5067070.718183045
1007,PNE,2023-02-17 18:07:00Z,40.0789,-75.0134,Rain,52.00,17.0,31.0,M,0.0001,-RA,6.0,#169c2f,2023-02-17 19:00:00+00:00,31.0,,,,,-8350453.490672148,4877414.445395675
1008,BDL,2023-02-17 18:09:00Z,41.9381,-72.6825,Rain,48.90,15.0,32.0,42.69,0.03,RA BR,6.0,#169c2f,2023-02-17 19:00:00+00:00,32.0,,,,,-8090978.889582107,5151711.629393237
1009,DXR,2023-02-17 18:10:00Z,41.37,-73.48,Rain,53.10,11.0,26.0,53.10,0.04,-RA,6.0,#169c2f,2023-02-17 19:00:00+00:00,26.0,,,,,-8179756.183489743,5067070.718183045
1010,BDL,2023-02-17 18:11:00Z,41.9381,-72.6825,Rain,48.90,13.0,32.0,43.22,0.05,RA BR,6.0,#169c2f,2023-02-17 19:00:00+00:00,32.0,,,,,-8090978.889582107,5151711.629393237
1011,PVC,2023-02-17 18:11:00Z,42.07,-70.22,Rain,51.80,20.0,27.0,51.80,0.0001,-RA,6.0,#169c2f,2023-02-17 19:00:00+00:00,27.0,,,,,-7816854.64350367,5171470.878793815
1012,HPN,2023-02-17 18:12:00Z,41.0669,-73.7075,Rain,50.00,17.0,31.0,50.00,0.05,-RA BR,6.0,#169c2f,2023-02-17 19:00:00+00:00,31.0,,,,,-8205081.367645211,5022214.412092587
1013,TVF,2023-02-17 18:13:00Z,48.0657,-96.185,Snow and/or Graupel,17.60,25.0,30.0,-1.68,0.0001,-SN,1.0,#1f48cf,2023-02-17 19:00:00+00:00,30.0,,,,,-10707265.221951019,6117791.942079294
1014,FIT,2023-02-17 18:14:00Z,42.5519,-71.7558,Rain,53.10,18.0,31.0,53.10,0.01,-RA,6.0,#169c2f,2023-02-17 19:00:00+00:00,31.0,,,,,-7987819.117463979,5244013.278182366
1015,MPO,2023-02-17 18:14:00Z,41.1389,-75.3794,Rain,41.00,23.0,33.0,30.41,0.0001,-RA,6.0,#169c2f,2023-02-17 19:00:00+00:00,33.0,,,,,-8391196.424302485,5032851.0203310875
1016,HPN,2023-02-17 18:15:00Z,41.0669,-73.7075,Rain,50.00,16.0,31.0,50.00,0.05,-RA BR,6.0,#169c2f,2023-02-17 19:00:00+00:00,31.0,,,,,-8205081.367645211,5022214.412092587
1017,CHA,2023-02-17 18:16:00Z,35.0353,-85.2038,Snow and/or Graupel,39.00,17.0,26.0,29.25,0.0001,-SN,1.0,#1f48cf,2023-02-17 19:00:00+00:00,26.0,,,,,-9484843.629651923,4168679.308400765
1018,TEB,2023-02-17 18:16:00Z,40.859,-74.0562,Rain,48.90,15.0,30.0,42.69,0.12,RA BR,6.0,#169c2f,2023-02-17 19:00:00+00:00,30.0,,,,,-8243898.474084827,4991566.388813942
1019,EWR,2023-02-17 18:16:00Z,40.6827,-74.1693,Heavy Rain,55.00,21.0,36.0,55.00,0.05,+RA BR,6.0,#169c2f,2023-02-17 19:00:00+00:00,36.0,,,,,-8256488.708493547,4965652.041026059
1020,BID,2023-02-17 18:18:00Z,41.17,-71.58,Rain,50.00,18.0,26.0,50.00,0.0001,-RA BR,6.0,#169c2f,2023-02-17 19:00:00+00:00,26.0,,,,,-7968249.150982522,5037449.05465148
