,Station,OBS Time,Lat,Lon,Current WX,Temperature (F),Wind (mph),peak_wind_gust,Real Feel Temperature,1 Hour Precipitation,WX Code,ptype,color,Time,Max Gust (mph),id,category,description_id,geom,x,y
1784,MPING,2023-02-17 03:54:22Z,39.1797853,-89.6629817,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 04:00:00+00:00,,3439909.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-89.6629817, 39.1797853]}",-9981237.465850607,4747457.090622673
1785,MPING,2023-02-17 03:56:03Z,43.31372073860092,-88.00392538855778,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 04:00:00+00:00,,3439910.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-88.00392538855778, 43.31372073860092]}",-9796552.16206349,5359845.907333872
1786,MPING,2023-02-17 03:56:52Z,39.611879,-86.446121,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 04:00:00+00:00,,3439912.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-86.446121, 39.611879]}",-9623138.170773715,4809700.852603562
1787,MPING,2023-02-17 03:57:38Z,41.75979251370852,-88.13019054690707,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 04:00:00+00:00,,3439915.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-88.13019054690707, 41.75979251370852]}",-9810607.935195867,5125065.165637347
1788,MPING,2023-02-17 03:58:30Z,41.75978697681011,-88.13023750236329,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 04:00:00+00:00,,3439916.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-88.13023750236329, 41.75978697681011]}",-9810613.162253343,5125064.33934871
1789,MPING,2023-02-17 04:00:23Z,43.9189509,-78.7742425,Freezing Rain,,,,,,,4.0,#e30bc6,2023-02-17 04:00:00+00:00,,3439917.0,Rain/Snow,4.0,"{'type': 'Point', 'coordinates': [-78.7742425, 43.9189509]}",-8769108.56272585,5452908.203255309
1790,MPING,2023-02-17 04:01:31Z,36.51159522624018,-80.95401212570593,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439918.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-80.95401212570593, 36.51159522624018]}",-9011759.407506078,4371246.357920464
1791,MPING,2023-02-17 04:02:02Z,21.2982283,-157.8166916,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439919.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-157.8166916, 21.2982283]}",-17568073.747591097,2427474.8602389875
1792,MPING,2023-02-17 04:04:23Z,38.4651484,-90.3393624,Freezing Rain,,,,,,,4.0,#e30bc6,2023-02-17 05:00:00+00:00,,3439920.0,Rain/Snow,6.0,"{'type': 'Point', 'coordinates': [-90.3393624, 38.4651484]}",-10056531.820957005,4645345.685569831
1793,MPING,2023-02-17 04:04:23Z,35.5974217,-82.8924918,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439921.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-82.8924918, 35.5974217]}",-9227549.977761606,4245367.67784248
1794,MPING,2023-02-17 04:10:52Z,41.7171698,-85.9539948,Ice Pellets/Sleet,,,,,,,2.0,#ac6cd9,2023-02-17 05:00:00+00:00,,3439924.0,Rain/Snow,7.0,"{'type': 'Point', 'coordinates': [-85.9539948, 41.7171698]}",-9568354.932783686,5118706.555566463
1795,MPING,2023-02-17 04:10:56Z,38.6698898,-88.4851289,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 05:00:00+00:00,,3439925.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-88.4851289, 38.6698898]}",-9850119.491925176,4674495.82390229
1796,MPING,2023-02-17 04:11:58Z,42.0355037,-87.8080959,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 05:00:00+00:00,,3439926.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-87.8080959, 42.0355037]}",-9774752.523114933,5166299.210662847
1797,MPING,2023-02-17 04:12:20Z,43.5075796,-80.5026837,Freezing Rain,,,,,,,4.0,#e30bc6,2023-02-17 05:00:00+00:00,,3439928.0,Rain/Snow,4.0,"{'type': 'Point', 'coordinates': [-80.5026837, 43.5075796]}",-8961517.756975964,5389552.548245973
1798,MPING,2023-02-17 04:12:21Z,38.6641199,-90.2666521,Ice Pellets/Sleet,,,,,,,2.0,#ac6cd9,2023-02-17 05:00:00+00:00,,3439927.0,Rain/Snow,7.0,"{'type': 'Point', 'coordinates': [-90.2666521, 38.6641199]}",-10048437.747385578,4673673.192910916
1799,MPING,2023-02-17 04:12:55Z,29.9403215,-90.1127028,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439929.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-90.1127028, 29.9403215]}",-10031300.189701596,3495881.033015624
1800,MPING,2023-02-17 04:14:56Z,42.0556826,-88.2828362,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 05:00:00+00:00,,3439930.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-88.2828362, 42.0556826]}",-9827600.37156998,5169324.080328999
1801,MPING,2023-02-17 04:15:24Z,41.411969,-81.66485,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439933.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-81.66485, 41.411969]}",-9090889.517709067,5073298.222620801
1802,MPING,2023-02-17 04:15:35Z,30.379584610646578,-90.02170895038019,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439934.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-90.02170895038019, 30.379584610646578]}",-10021170.8006966,3552435.8167134332
1803,MPING,2023-02-17 04:15:46Z,40.284221,-83.07472,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439935.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-83.07472, 40.284221]}",-9247835.52819378,4907330.869024694
1804,MPING,2023-02-17 04:16:45Z,40.28640452310487,-83.09046302929808,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439937.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-83.09046302929808, 40.28640452310487]}",-9249588.034198785,4907649.508004255
1805,MPING,2023-02-17 04:18:21Z,38.598488052089074,-90.40980892468649,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 05:00:00+00:00,,3439938.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-90.40980892468649, 38.598488052089074]}",-10064373.892213259,4664320.534718827
1806,MPING,2023-02-17 04:18:37Z,41.294184977386365,-85.7189061543005,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 05:00:00+00:00,,3439939.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-85.7189061543005, 41.294184977386365]}",-9542184.984453136,5055831.199015511
1807,MPING,2023-02-17 04:21:08Z,30.379584610646578,-90.02170895038019,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439940.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-90.02170895038019, 30.379584610646578]}",-10021170.8006966,3552435.8167134332
1808,MPING,2023-02-17 04:23:39Z,34.460313976483555,-87.29423773515222,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439941.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-87.29423773515222, 34.460313976483555]}",-9717550.093864113,4090779.694837792
1809,MPING,2023-02-17 04:25:51Z,44.351556,-76.697583,Mixed Freezing Rain and Ice Pellets,,,,,,,5.0,#8502b5,2023-02-17 05:00:00+00:00,,3439943.0,Rain/Snow,48.0,"{'type': 'Point', 'coordinates': [-76.697583, 44.351556]}",-8537935.884634836,5520008.447266809
1810,MPING,2023-02-17 04:27:10Z,33.7440592,-86.1536853,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439945.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-86.1536853, 33.7440592]}",-9590584.37755994,3994486.986156923
1811,MPING,2023-02-17 04:27:27Z,30.379584610646578,-90.02170895038019,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439946.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-90.02170895038019, 30.379584610646578]}",-10021170.8006966,3552435.8167134332
1812,MPING,2023-02-17 04:33:45Z,21.396616509416827,-157.7338701243169,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439947.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-157.7338701243169, 21.396616509416827]}",-17558854.103091303,2439234.1921461546
1813,MPING,2023-02-17 04:40:00Z,38.0166449,-89.0398881,Ice Pellets/Sleet,,,,,,,2.0,#ac6cd9,2023-02-17 05:00:00+00:00,,3439950.0,Rain/Snow,7.0,"{'type': 'Point', 'coordinates': [-89.0398881, 38.0166449]}",-9911875.003582058,4581777.445913485
1814,MPING,2023-02-17 04:40:02Z,37.624921126672824,-83.41432252886678,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439951.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-83.41432252886678, 37.624921126672824]}",-9285639.908779336,4526574.412025603
1815,MPING,2023-02-17 04:44:56Z,41.36107855119538,-82.16580241550658,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439953.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-82.16580241550658, 41.36107855119538]}",-9146655.28551492,5065747.440832044
1816,MPING,2023-02-17 04:45:40Z,37.5585900472936,-83.39269583065946,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439954.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-83.39269583065946, 37.5585900472936]}",-9283232.435747359,4517255.692688712
1817,MPING,2023-02-17 04:46:32Z,38.3046858,-88.9013995,Mixed Rain and Snow,,,,,,,7.0,#0be3df,2023-02-17 05:00:00+00:00,,3439955.0,Rain/Snow,9.0,"{'type': 'Point', 'coordinates': [-88.9013995, 38.3046858]}",-9896458.523149386,4622557.563066955
1818,MPING,2023-02-17 04:47:18Z,34.36396971348148,-84.92132716820102,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439956.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-84.92132716820102, 34.36396971348148]}",-9453398.897853125,4077779.6003680797
1819,MPING,2023-02-17 04:47:57Z,34.64061506459854,-85.84629596340801,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439957.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-85.84629596340801, 34.64061506459854]}",-9556365.953135235,4115148.7861780836
1820,MPING,2023-02-17 04:49:48Z,34.16525561831348,-84.49438327931286,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439958.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-84.49438327931286, 34.16525561831348]}",-9405871.721544795,4051013.4616075587
1821,MPING,2023-02-17 04:53:58Z,35.209366,-85.38357,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439960.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-85.38357, 35.209366]}",-9504855.534511829,4192369.672211612
1822,MPING,2023-02-17 04:54:08Z,31.285784890664633,-90.46776147908987,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439961.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-90.46776147908987, 31.285784890664633]}",-10070825.141059615,3669919.6341124466
1823,MPING,2023-02-17 04:55:48Z,33.375986159610875,-88.81315087041845,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439963.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-88.81315087041845, 33.375986159610875]}",-9886634.730641164,3945316.8386840047
1824,MPING,2023-02-17 04:57:06Z,38.6699502,-88.4851423,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 05:00:00+00:00,,3439964.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-88.4851423, 38.6699502]}",-9850120.983606353,4674504.4356520455
1825,MPING,2023-02-17 04:58:34Z,34.4969735,-85.2923051,Rain,,,,,,,6.0,#169c2f,2023-02-17 05:00:00+00:00,,3439967.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-85.2923051, 34.4969735]}",-9494695.97231653,4095730.241008132
1826,MPING,2023-02-17 05:00:11Z,43.11308374263062,-89.06579479582128,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 05:00:00+00:00,,3439969.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-89.06579479582128, 43.11308374263062]}",-9914758.92376902,5329200.216033547
1827,MPING,2023-02-17 05:03:01Z,43.144741,-79.663054,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439971.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-79.663054, 43.144741]}",-8868050.606317056,5334028.916923395
1828,MPING,2023-02-17 05:04:28Z,39.2890511,-81.5405507,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439972.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-81.5405507, 39.2890511]}",-9077052.582927106,4763160.64360015
1829,MPING,2023-02-17 05:06:54Z,45.041022,-75.67998,Freezing Rain,,,,,,,4.0,#e30bc6,2023-02-17 06:00:00+00:00,,3439973.0,Rain/Snow,4.0,"{'type': 'Point', 'coordinates': [-75.67998, 45.041022]}",-8424656.836845128,5627981.874067623
1830,MPING,2023-02-17 05:07:39Z,34.873294,-82.6937781,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439974.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-82.6937781, 34.873294]}",-9205429.26986396,4146675.608408804
1831,MPING,2023-02-17 05:10:50Z,36.17979875200718,-86.3966728763002,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439976.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-86.3966728763002, 36.17979875200718]}",-9617633.630822768,4325389.689705288
1832,MPING,2023-02-17 05:14:56Z,44.23973558455627,-68.52758989998122,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439979.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-68.52758989998122, 44.23973558455627]}",-7628456.412956187,5502617.081076181
1833,MPING,2023-02-17 05:15:14Z,45.14036994673414,-76.13068499522178,Freezing Rain,,,,,,,4.0,#e30bc6,2023-02-17 06:00:00+00:00,,3439981.0,Rain/Snow,4.0,"{'type': 'Point', 'coordinates': [-76.13068499522178, 45.14036994673414]}",-8474829.087411202,5643646.997511378
1834,MPING,2023-02-17 05:15:15Z,47.6258216,-122.1424104,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439980.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-122.1424104, 47.6258216]}",-13596830.929991044,6044829.107421387
1835,MPING,2023-02-17 05:15:52Z,47.6270012,-122.1435526,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439983.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-122.1435526, 47.6270012]}",-13596958.079113426,6045023.944056471
1836,MPING,2023-02-17 05:18:38Z,42.3041774,-83.0294501,Freezing Rain,,,,,,,4.0,#e30bc6,2023-02-17 06:00:00+00:00,,3439986.0,Rain/Snow,4.0,"{'type': 'Point', 'coordinates': [-83.0294501, 42.3041774]}",-9242796.105977518,5206653.209151347
1837,MPING,2023-02-17 05:19:04Z,38.37658553853495,-82.27650403984103,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439987.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-82.27650403984103, 38.37658553853495]}",-9158978.533965819,4632762.165740756
1838,MPING,2023-02-17 05:23:46Z,38.6111084,-90.5446552,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 06:00:00+00:00,,3439988.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-90.5446552, 38.6111084]}",-10079384.91091653,4666118.292667555
1839,MPING,2023-02-17 05:24:21Z,47.6092899,-122.3421553,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439989.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-122.3421553, 47.6092899]}",-13619066.430547597,6042098.999533643
1840,MPING,2023-02-17 05:27:43Z,42.28002309337493,-83.74037291862419,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 06:00:00+00:00,,3439991.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-83.74037291862419, 42.28002309337493]}",-9321935.67214008,5203018.278284573
1841,MPING,2023-02-17 05:28:03Z,41.37315248473504,-81.7429052651434,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439992.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-81.7429052651434, 41.37315248473504]}",-9099578.590078564,5067538.355091441
1842,MPING,2023-02-17 05:36:13Z,35.04809445640323,-85.04095979992451,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439994.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-85.04095979992451, 35.04809445640323]}",-9466716.341498844,4170418.910851968
1843,MPING,2023-02-17 05:36:21Z,41.106301127040126,-81.81049830287863,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439995.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-81.81049830287863, 41.106301127040126]}",-9107103.012620421,5028033.722240145
1844,MPING,2023-02-17 05:41:05Z,40.809895,-81.940483,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439997.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-81.940483, 40.809895]}",-9121572.84291489,4984341.528818098
1845,MPING,2023-02-17 05:46:37Z,34.8841649,-82.7268992,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3439998.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-82.7268992, 34.8841649]}",-9209116.29385047,4148150.737408188
1846,MPING,2023-02-17 05:47:48Z,43.654835,-81.173967,Ice Pellets/Sleet,,,,,,,2.0,#ac6cd9,2023-02-17 06:00:00+00:00,,3439999.0,Rain/Snow,7.0,"{'type': 'Point', 'coordinates': [-81.173967, 43.654835]}",-9036244.672109993,5412181.556765782
1847,MPING,2023-02-17 05:48:29Z,38.6699091,-88.485114,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 06:00:00+00:00,,3440000.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-88.485114, 38.6699091]}",-9850117.833264763,4674498.575669219
1848,MPING,2023-02-17 05:48:40Z,55.4911432960129,-131.75634187123737,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3440001.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-131.75634187123737, 55.4911432960129]}",-14667048.885890612,7457776.471623977
1849,MPING,2023-02-17 05:50:09Z,35.5973546,-82.8924545,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3440003.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-82.8924545, 35.5973546]}",-9227545.825544598,4245358.49165741
1850,MPING,2023-02-17 05:50:31Z,35.94505680386831,-83.98399777472743,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3440004.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-83.98399777472743, 35.94505680386831]}",-9349055.867066078,4293063.904207456
1851,MPING,2023-02-17 05:54:21Z,21.39639761859302,-157.7354634363405,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3440005.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-157.7354634363405, 21.39639761859302]}",-17559031.469774447,2439208.0216067126
1852,MPING,2023-02-17 05:58:21Z,31.736603407218805,-89.15192641326146,Rain,,,,,,,6.0,#169c2f,2023-02-17 06:00:00+00:00,,3440006.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-89.15192641326146, 31.736603407218805]}",-9924347.051563662,3728785.1751717073
1853,MPING,2023-02-17 06:10:19Z,38.380843406956544,-81.53165327841378,Rain,,,,,,,6.0,#169c2f,2023-02-17 07:00:00+00:00,,3440007.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-81.53165327841378, 38.380843406956544]}",-9076062.126486756,4633366.795331543
1854,MPING,2023-02-17 06:11:59Z,43.036747,-80.883287,Freezing Rain,,,,,,,4.0,#e30bc6,2023-02-17 07:00:00+00:00,,3440008.0,Rain/Snow,4.0,"{'type': 'Point', 'coordinates': [-80.883287, 43.036747]}",-9003886.322526203,5317566.788690053
1855,MPING,2023-02-17 06:13:42Z,48.10771296274459,-121.84208556757625,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 07:00:00+00:00,,3440009.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-121.84208556757625, 48.10771296274459]}",-13563398.922573054,6124793.1776657645
1856,MPING,2023-02-17 06:28:42Z,43.701509,-81.139948,Mixed Ice Pellets and Snow,,,,,,,3.0,#56419c,2023-02-17 07:00:00+00:00,,3440013.0,Rain/Snow,10.0,"{'type': 'Point', 'coordinates': [-81.139948, 43.701509]}",-9032457.694352696,5419365.611864738
1857,MPING,2023-02-17 06:43:37Z,41.8669803,-80.1198445,Rain,,,,,,,6.0,#169c2f,2023-02-17 07:00:00+00:00,,3440014.0,Rain/Snow,5.0,"{'type': 'Point', 'coordinates': [-80.1198445, 41.8669803]}",-8918900.29217626,5141074.517683561
1858,MPING,2023-02-17 06:44:36Z,38.4057005,-82.4035948,Rain,,,,,,,6.0,#169c2f,2023-02-17 07:00:00+00:00,,3440015.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-82.4035948, 38.4057005]}",-9173126.212671245,4636897.284799218
1859,MPING,2023-02-17 06:49:28Z,35.650103269178096,-81.93784799434425,Rain,,,,,,,6.0,#169c2f,2023-02-17 07:00:00+00:00,,3440016.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-81.93784799434425, 35.650103269178096]}",-9121279.515427055,4252582.316495292
1860,MPING,2023-02-17 06:50:26Z,21.315931160950104,-158.03481194205398,Rain,,,,,,,6.0,#169c2f,2023-02-17 07:00:00+00:00,,3440017.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-158.03481194205398, 21.315931160950104]}",-17592354.793000195,2429590.119433093
1861,MPING,2023-02-17 06:51:23Z,45.37931505828232,-73.50205954876662,Mixed Freezing Rain and Ice Pellets,,,,,,,5.0,#8502b5,2023-02-17 07:00:00+00:00,,3440018.0,Rain/Snow,48.0,"{'type': 'Point', 'coordinates': [-73.50205954876662, 45.37931505828232]}",-8182211.841225572,5681435.862335711
1862,MPING,2023-02-17 06:52:33Z,21.315937573110048,-158.03475905224497,Rain,,,,,,,6.0,#169c2f,2023-02-17 07:00:00+00:00,,3440019.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-158.03475905224497, 21.315937573110048]}",-17592348.90533359,2429590.885648113
1863,MPING,2023-02-17 07:05:11Z,21.2867004,-157.8276702,Rain,,,,,,,6.0,#169c2f,2023-02-17 08:00:00+00:00,,3440020.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-157.8276702, 21.2867004]}",-17569295.879752718,2426097.5647006496
1864,MPING,2023-02-17 07:13:45Z,45.379284109465615,-73.50221982813125,Mixed Freezing Rain and Ice Pellets,,,,,,,5.0,#8502b5,2023-02-17 08:00:00+00:00,,3440021.0,Rain/Snow,48.0,"{'type': 'Point', 'coordinates': [-73.50221982813125, 45.379284109465615]}",-8182229.683442825,5681430.957500551
1865,MPING,2023-02-17 07:18:11Z,37.3570157,-89.5386661,Snow and/or Graupel,,,,,,,1.0,#1f48cf,2023-02-17 08:00:00+00:00,,3440022.0,Rain/Snow,8.0,"{'type': 'Point', 'coordinates': [-89.5386661, 37.3570157]}",-9967398.716560947,4488987.693892965
1866,MPING,2023-02-17 07:20:43Z,20.6951698,-156.4319257,Rain,,,,,,,6.0,#169c2f,2023-02-17 08:00:00+00:00,,3440023.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-156.4319257, 20.6951698]}",-17413922.312735204,2355567.738053933
1867,MPING,2023-02-17 07:23:44Z,21.381280556701398,-157.75753823904313,Rain,,,,,,,6.0,#169c2f,2023-02-17 08:00:00+00:00,,3440024.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-157.75753823904313, 21.381280556701398]}",-17561488.825570665,2437400.7237131787
1868,MPING,2023-02-17 07:24:35Z,45.3792861428823,-73.50217280452388,Ice Pellets/Sleet,,,,,,,2.0,#ac6cd9,2023-02-17 08:00:00+00:00,,3440025.0,Rain/Snow,7.0,"{'type': 'Point', 'coordinates': [-73.50217280452388, 45.3792861428823]}",-8182224.4487988,5681431.279760725
1869,MPING,2023-02-17 07:45:43Z,40.1998106,-79.9254389,Rain,,,,,,,6.0,#169c2f,2023-02-17 08:00:00+00:00,,3440029.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-79.9254389, 40.1998106]}",-8897259.1597769,4895020.83648766
1870,MPING,2023-02-17 08:07:09Z,40.1555364,-79.525534,Rain,,,,,,,6.0,#169c2f,2023-02-17 09:00:00+00:00,,3440031.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-79.525534, 40.1555364]}",-8852741.949943163,4888570.21426549
1871,MPING,2023-02-17 08:20:22Z,35.68956635895727,-81.83639972478322,Rain,,,,,,,6.0,#169c2f,2023-02-17 09:00:00+00:00,,3440036.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-81.83639972478322, 35.68956635895727]}",-9109986.345717661,4257989.827401099
1872,MPING,2023-02-17 08:23:08Z,21.403900800312503,-157.80366320084292,Rain,,,,,,,6.0,#169c2f,2023-02-17 09:00:00+00:00,,3440037.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-157.80366320084292, 21.403900800312503]}",-17566623.43283108,2440105.1227335515
1873,MPING,2023-02-17 08:39:11Z,32.457473902062006,-86.40098780401647,Rain,,,,,,,6.0,#169c2f,2023-02-17 09:00:00+00:00,,3440038.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-86.40098780401647, 32.457473902062006]}",-9618113.966378953,3823512.130679581
1874,MPING,2023-02-17 08:48:22Z,36.16577265461159,-80.43456636498023,Rain,,,,,,,6.0,#169c2f,2023-02-17 09:00:00+00:00,,3440041.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-80.43456636498023, 36.16577265461159]}",-8953934.969927369,4323455.473630542
1875,MPING,2023-02-17 08:49:16Z,21.558510667557858,-157.8616222935546,Rain,,,,,,,6.0,#169c2f,2023-02-17 09:00:00+00:00,,3440042.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-157.8616222935546, 21.558510667557858]}",-17573075.40951858,2458600.985742422
1876,MPING,2023-02-17 08:50:13Z,21.558505583814327,-157.8616233004066,Rain,,,,,,,6.0,#169c2f,2023-02-17 09:00:00+00:00,,3440043.0,Rain/Snow,3.0,"{'type': 'Point', 'coordinates': [-157.8616233004066, 21.558505583814327]}",-17573075.521600835,2458600.3772545913
